tag,country,source,source_key,flavored,building,good,prestige_good,prestige_base,level_hint,input_goods,attribution,file
AUS,Austria,company,company_skoda,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_austria_hungary.txt
AUS,Austria,company,company_stt,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,hq,00_companies_italy.txt
AUS,Austria,company,company_stt,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_italy.txt
AUS,Austria,company,company_stt,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_italy.txt
AUS,Austria,company,company_stt,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_italy.txt
BAV,Bavaria,company,company_ingolstadt_electrical_company,yes,livestock_ranch,fabric fertilizer meat,,,,coal electricity grain iron tools transportation,hq,00_companies_totally_normal.txt
BAV,Bavaria,company,company_ingolstadt_electrical_company,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_totally_normal.txt
BAV,Bavaria,company,company_ingolstadt_electrical_company,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_totally_normal.txt
BEL,Belgium,company,company_franco_belge,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_europe.txt
BEL,Belgium,company,company_franco_belge,yes,railway,transportation,,,,coal electricity engines oil steel wood,hq,00_companies_europe.txt
BEL,Belgium,company,company_franco_belge,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_europe.txt
BEL,Belgium,company,company_john_cockerill,yes,,,generic_tools,tools,,,hq,00_companies_europe.txt
BEL,Belgium,company,company_john_cockerill,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_europe.txt
BEL,Belgium,company,company_john_cockerill,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_europe.txt
BEL,Belgium,company,company_john_cockerill,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_europe.txt
BEL,Belgium,company,company_john_cockerill,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_europe.txt
BRZ,Brazil,company,company_estaleiro_maua,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,hq,00_companies_cots.txt
BRZ,Brazil,company,company_estaleiro_maua,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_cots.txt
BRZ,Brazil,company,company_estaleiro_maua,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_cots.txt
BRZ,Brazil,company,company_fundicao_ipanema,yes,,,generic_steel,steel,,,hq,00_companies_cots.txt
BRZ,Brazil,company,company_fundicao_ipanema,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_cots.txt
BRZ,Brazil,company,company_fundicao_ipanema,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_cots.txt
BRZ,Brazil,company,company_fundicao_ipanema,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_cots.txt
BRZ,Brazil,company,company_pernambuco_textiles,yes,,,generic_clothes,clothes,,,hq,00_companies_cots.txt
BRZ,Brazil,company,company_pernambuco_textiles,yes,cotton_plantation,,,,,transportation,hq,00_companies_cots.txt
BRZ,Brazil,company,company_pernambuco_textiles,yes,livestock_ranch,fabric fertilizer meat,,,,coal electricity grain iron tools transportation,hq,00_companies_cots.txt
BRZ,Brazil,company,company_pernambuco_textiles,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_cots.txt
BRZ,Brazil,company,company_sao_paulo_railway,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_cots.txt
BRZ,Brazil,company,company_sao_paulo_railway,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_cots.txt
BRZ,Brazil,company,company_sao_paulo_railway,yes,railway,transportation,,,,coal electricity engines oil steel wood,hq,00_companies_cots.txt
BRZ,Brazil,journal,je_agricultural_development,,coffee_plantation,,,,,transportation,file,02_coffee_and_milk.txt
BRZ,Brazil,journal,je_agricultural_development,,livestock_ranch,fabric fertilizer meat,,,,coal electricity grain iron tools transportation,file,02_coffee_and_milk.txt
BRZ,Brazil,journal,je_amazonas,,rubber_plantation,,,,,transportation,file,02_amazonas.txt
BRZ,Brazil,journal,je_coffee_with_milk,,coffee_plantation,,,,,transportation,file,02_coffee_and_milk.txt
BRZ,Brazil,journal,je_coffee_with_milk,,livestock_ranch,fabric fertilizer meat,,,,coal electricity grain iron tools transportation,file,02_coffee_and_milk.txt
BRZ,Brazil,journal,je_cristo_redentor,,cristo_redentor,,,,,,file,02_cristo_redentor.txt
CHI,China,company,company_foochow_arsenal,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_china.txt
CHI,China,company,company_foochow_arsenal,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,file+hq,00_companies_china.txt
CHI,China,company,company_foochow_arsenal,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_china.txt
CHI,China,company,company_foochow_arsenal,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,file+hq,00_companies_china.txt
CHI,China,company,company_hanyang_arsenal,yes,,,generic_small_arms,small_arms,,,file+hq,00_companies_china.txt
CHI,China,company,company_hanyang_arsenal,yes,arms_industry,small_arms,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_china.txt
CHI,China,company,company_hanyang_arsenal,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_china.txt
CHI,China,company,company_hanyang_arsenal,yes,explosives_factory,explosives,,,,electricity fertilizer paper sulfur,file+hq,00_companies_china.txt
CHI,China,company,company_hanyang_arsenal,yes,munition_plant,ammunition,,,,coal electricity explosives lead oil,file+hq,00_companies_china.txt
CHI,China,company,company_jiangnan_weaving_bureaus,yes,,,suzhou_silk,silk,,,hq,00_companies_mp1.txt
CHI,China,company,company_jiangnan_weaving_bureaus,yes,cotton_plantation,,,,,transportation,hq,00_companies_mp1.txt
CHI,China,company,company_jiangnan_weaving_bureaus,yes,silk_plantation,,,,,transportation,hq,00_companies_mp1.txt
CHI,China,company,company_jiangnan_weaving_bureaus,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_mp1.txt
CHI,China,company,company_jingdezhen,yes,,,canton_porcelain,porcelain,,,file+hq,00_companies_china.txt
CHI,China,company,company_jingdezhen,yes,glassworks,glass porcelain,,,,dye engines lead oil tools wood,file+hq,00_companies_china.txt
CHI,China,company,company_jingdezhen,yes,lead_mine,lead,,,,coal engines explosives oil tools transportation,file+hq,00_companies_china.txt
CHI,China,company,company_kaiping_mining,yes,coal_mine,coal,,,,engines explosives oil tools transportation,file+hq,00_companies_china.txt
CHI,China,company,company_kaiping_mining,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,file+hq,00_companies_china.txt
CHI,China,company,company_kaiping_mining,yes,lead_mine,lead,,,,coal engines explosives oil tools transportation,file+hq,00_companies_china.txt
CHI,China,company,company_kaiping_mining,yes,railway,transportation,,,,coal electricity engines oil steel wood,file+hq,00_companies_china.txt
CHI,China,company,company_ong_lung_sheng_tea_company,yes,,,china_tea,tea,,,hq,00_companies_mp1.txt
CHI,China,company,company_ong_lung_sheng_tea_company,yes,food_industry,groceries liquor,,,,fish glass grain iron meat oil sugar tools,hq,00_companies_mp1.txt
CHI,China,company,company_ong_lung_sheng_tea_company,yes,tea_plantation,,,,,transportation,hq,00_companies_mp1.txt
CLM,Colombia,company,company_panama_company,yes,,,generic_merchant_marine,merchant_marine,,,hq,00_companies_americas.txt
CLM,Colombia,company,company_panama_company,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_americas.txt
CLM,Colombia,company,company_panama_company,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_americas.txt
CLM,Colombia,company,company_panama_company,yes,trade_center,,,,,merchant_marine,hq,00_companies_americas.txt
DAI,Dai Nam,company,company_nam_dinh,yes,,,generic_clothes,clothes,,,hq,00_companies_asia.txt
DAI,Dai Nam,company,company_nam_dinh,yes,cotton_plantation,,,,,transportation,hq,00_companies_asia.txt
DAI,Dai Nam,company,company_nam_dinh,yes,silk_plantation,,,,,transportation,hq,00_companies_asia.txt
DAI,Dai Nam,company,company_nam_dinh,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_asia.txt
DAI,Dai Nam,company,company_societe_francaise_charbonnages_du_tonkin,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_ep2.txt
DAI,Dai Nam,company,company_societe_francaise_charbonnages_du_tonkin,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_ep2.txt
DAI,Dai Nam,company,company_societe_francaise_charbonnages_du_tonkin,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_ep2.txt
DAI,Dai Nam,company,company_societe_francaise_charbonnages_du_tonkin,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_ep2.txt
DAI,Dai Nam,company,company_societe_francaise_charbonnages_du_tonkin,yes,railway,transportation,,,,coal electricity engines oil steel wood,hq,00_companies_ep2.txt
DEI,Dutch East Indies,company,company_lanfang_kongsi,yes,gold_mine,gold,,,,coal engines explosives oil tools transportation,hq,00_companies_mp1.txt
DEI,Dutch East Indies,company,company_lanfang_kongsi,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_mp1.txt
DEI,Dutch East Indies,company,company_lanfang_kongsi,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_mp1.txt
DEI,Dutch East Indies,company,company_lanfang_kongsi,yes,rice_farm,fruit grain sugar,,,,coal fertilizer fish tools,hq,00_companies_mp1.txt
DEI,Dutch East Indies,company,company_nhm,yes,,,java_coffee,coffee,,,hq,00_companies_ep2.txt
DEI,Dutch East Indies,company,company_nhm,yes,coffee_plantation,,,,,transportation,hq,00_companies_ep2.txt
DEI,Dutch East Indies,company,company_nhm,yes,dye_plantation,,,,,transportation,hq,00_companies_ep2.txt
DEI,Dutch East Indies,company,company_nhm,yes,opium_plantation,,,,,transportation,hq,00_companies_ep2.txt
DEI,Dutch East Indies,company,company_nhm,yes,sugar_plantation,,,,,transportation,hq,00_companies_ep2.txt
DEI,Dutch East Indies,company,company_nhm,yes,tea_plantation,,,,,transportation,hq,00_companies_ep2.txt
DEI,Dutch East Indies,company,company_nhm,yes,tobacco_plantation,,,,,transportation,hq,00_companies_ep2.txt
BIC,East India,company,company_assam_company,yes,,,assam_tea,tea,,,hq,00_companies_ip2.txt
BIC,East India,company,company_assam_company,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_ip2.txt
BIC,East India,company,company_assam_company,yes,tea_plantation,,,,,transportation,hq,00_companies_ip2.txt
BIC,East India,company,company_bengal_coal_company,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_ip2.txt
BIC,East India,company,company_bengal_coal_company,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_ip2.txt
BIC,East India,company,company_calcutta_electric,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_ip2.txt
BIC,East India,company,company_calcutta_electric,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_ip2.txt
BIC,East India,company,company_ralli_brothers,yes,,,generic_grain,grain,,,hq,00_companies_ip2.txt
BIC,East India,company,company_ralli_brothers,yes,cotton_plantation,,,,,transportation,hq,00_companies_ip2.txt
BIC,East India,company,company_ralli_brothers,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_ip2.txt
BIC,East India,company,company_ralli_brothers,yes,rice_farm,fruit grain sugar,,,,coal fertilizer fish tools,hq,00_companies_ip2.txt
BIC,East India,company,company_ralli_brothers,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_ip2.txt
BIC,East India,company,company_ralli_brothers,yes,wheat_farm,fruit grain sugar,,,,coal engines fertilizer fish oil tools,hq,00_companies_ip2.txt
BIC,East India,decision,make_delhi_capital,,urban_center,services transportation,,,,automobiles coal electricity engines glass steel wood,file,india_decisions.txt
BIC,East India,journal,je_british_dictate_plantations,,cotton_plantation,,,,,transportation,file,04_india_british_dictates.txt
BIC,East India,journal,je_british_dictate_plantations,,dye_plantation,,,,,transportation,file,04_india_british_dictates.txt
BIC,East India,journal,je_british_dictate_plantations,,opium_plantation,,,,,transportation,file,04_india_british_dictates.txt
BIC,East India,journal,je_british_dictate_plantations,,tea_plantation,,,,,transportation,file,04_india_british_dictates.txt
BIC,East India,journal,je_british_dictate_plantations,,tobacco_plantation,,,,,transportation,file,04_india_british_dictates.txt
BIC,East India,journal,je_british_dictate_universities,,university,,,,,paper,file,04_india_british_dictates.txt
BIC,East India,journal,je_india_railway,,railway,transportation,,,,coal electricity engines oil steel wood,file,04_india_railway.txt
BIC,East India,journal,je_victoria_terminus,,railway,transportation,,,,coal electricity engines oil steel wood,file,04_victoria_terminus.txt
BIC,East India,journal,je_victoria_terminus,,victoria_terminus,,,,,,file,04_victoria_terminus.txt
EGY,Egypt,company,company_misr,yes,,,mit_afifi,fabric,,,hq,00_companies_africa.txt
EGY,Egypt,company,company_misr,yes,cotton_plantation,,,,,transportation,hq,00_companies_africa.txt
EGY,Egypt,company,company_misr,yes,silk_plantation,,,,,transportation,hq,00_companies_africa.txt
EGY,Egypt,company,company_misr,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_africa.txt
EGY,Egypt,company,company_nicolas_portalis,yes,cotton_plantation,,,,,transportation,hq,00_companies_soi.txt
EGY,Egypt,company,company_nicolas_portalis,yes,silk_plantation,,,,,transportation,hq,00_companies_soi.txt
FRA,France,company,company_cgv,yes,,,champagne,wine,,,file+hq,00_companies_france.txt
FRA,France,company,company_cgv,yes,food_industry,groceries liquor,,,,fish glass grain iron meat oil sugar tools,file+hq,00_companies_france.txt
FRA,France,company,company_cgv,yes,vineyard,,,,,transportation,file+hq,00_companies_france.txt
FRA,France,company,company_dmc,yes,,,generic_clothes,clothes,,,file+hq,00_companies_france.txt
FRA,France,company,company_dmc,yes,coal_mine,coal,,,,engines explosives oil tools transportation,file+hq,00_companies_france.txt
FRA,France,company,company_dmc,yes,cotton_plantation,,,,,transportation,file+hq,00_companies_france.txt
FRA,France,company,company_dmc,yes,dye_plantation,,,,,transportation,file+hq,00_companies_france.txt
FRA,France,company,company_dmc,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,file+hq,00_companies_france.txt
FRA,France,company,company_fcm,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,file+hq,00_companies_france.txt
FRA,France,company,company_fcm,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,file+hq,00_companies_france.txt
FRA,France,company,company_fcm,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_france.txt
FRA,France,company,company_madura_mills,yes,,,generic_clothes,clothes,,,hq,00_companies_ip2.txt
FRA,France,company,company_madura_mills,yes,cotton_plantation,,,,,transportation,hq,00_companies_ip2.txt
FRA,France,company,company_madura_mills,yes,rubber_plantation,,,,,transportation,hq,00_companies_ip2.txt
FRA,France,company,company_madura_mills,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_ip2.txt
FRA,France,company,company_maison_worth,yes,,,haute_couture,luxury_clothes,,,hq,00_companies_mp1.txt
FRA,France,company,company_maison_worth,yes,art_academy,fine_art,,,,electricity paper tools,hq,00_companies_mp1.txt
FRA,France,company,company_maison_worth,yes,cotton_plantation,,,,,transportation,hq,00_companies_mp1.txt
FRA,France,company,company_maison_worth,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_mp1.txt
FRA,France,company,company_mines_anzin,yes,coal_mine,coal,,,,engines explosives oil tools transportation,file+hq,00_companies_france.txt
FRA,France,company,company_mines_anzin,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,file+hq,00_companies_france.txt
FRA,France,company,company_saint_etienne,yes,,,saint_etienne_rifles,small_arms,,,file+hq,00_companies_france.txt
FRA,France,company,company_saint_etienne,yes,arms_industry,small_arms,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_france.txt
FRA,France,company,company_saint_etienne,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_france.txt
FRA,France,company,company_saint_etienne,yes,explosives_factory,explosives,,,,electricity fertilizer paper sulfur,file+hq,00_companies_france.txt
FRA,France,company,company_saint_etienne,yes,munition_plant,ammunition,,,,coal electricity explosives lead oil,file+hq,00_companies_france.txt
FRA,France,company,company_schneider_creusot,yes,,,schneider_guns,artillery,,,file+hq,00_companies_france.txt
FRA,France,company,company_schneider_creusot,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_france.txt
FRA,France,company,company_schneider_creusot,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,file+hq,00_companies_france.txt
FRA,France,company,company_schneider_creusot,yes,motor_industry,engines,,,,coal electricity oil steel tools,file+hq,00_companies_france.txt
FRA,France,company,company_schneider_creusot,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,file+hq,00_companies_france.txt
FRA,France,company,company_schneider_creusot,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_france.txt
FRA,France,company,company_societe_mokta_el_hadid,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,file+hq,00_companies_france.txt
FRA,France,company,company_societe_mokta_el_hadid,yes,lead_mine,lead,,,,coal engines explosives oil tools transportation,file+hq,00_companies_france.txt
FRA,France,company,company_societe_mokta_el_hadid,yes,sulfur_mine,sulfur,,,,coal engines explosives oil tools transportation,file+hq,00_companies_france.txt
GBR,Great Britain,company,company_armstrong_whitworth,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_armstrong_whitworth,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_armstrong_whitworth,yes,munition_plant,ammunition,,,,coal electricity explosives lead oil,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_armstrong_whitworth,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_bolckow_vaughan,yes,,,sheffield_steel,steel,,,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_bolckow_vaughan,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_bolckow_vaughan,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_bolckow_vaughan,yes,lead_mine,lead,,,,coal engines explosives oil tools transportation,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_bolckow_vaughan,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_ferranti_ltd,yes,,,ferranti_radios,radios,,,hq,00_companies_ep2.txt
GBR,Great Britain,company,company_ferranti_ltd,yes,electrics_industry,radios telephones,,,,electricity iron lead rubber tools,hq,00_companies_ep2.txt
GBR,Great Britain,company,company_ferranti_ltd,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_ep2.txt
GBR,Great Britain,company,company_ferranti_ltd,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_ep2.txt
GBR,Great Britain,company,company_ferranti_ltd,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_ep2.txt
GBR,Great Britain,company,company_guinness,yes,,,generic_groceries,groceries,,,hq,00_companies_soi.txt
GBR,Great Britain,company,company_guinness,yes,food_industry,groceries liquor,,,,fish glass grain iron meat oil sugar tools,hq,00_companies_soi.txt
GBR,Great Britain,company,company_guinness,yes,rye_farm,fruit grain liquor sugar,,,,coal engines fertilizer oil tools,hq,00_companies_soi.txt
GBR,Great Britain,company,company_guinness,yes,wheat_farm,fruit grain sugar,,,,coal engines fertilizer fish oil tools,hq,00_companies_soi.txt
GBR,Great Britain,company,company_j_p_coats,yes,,,generic_clothes,clothes,,,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_j_p_coats,yes,cotton_plantation,,,,,transportation,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_j_p_coats,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_john_brown,yes,,,clyde_built_liners,steamers,,,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_john_brown,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_john_brown,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_john_brown,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_great_britain.txt
GBR,Great Britain,company,company_maple_and_co,yes,,,english_upholstery,luxury_furniture,,,hq,00_companies_mp1.txt
GBR,Great Britain,company,company_maple_and_co,yes,furniture_manufactory,furniture luxury_furniture,,,,coal electricity fabric hardwood oil tools wood,hq,00_companies_mp1.txt
GBR,Great Britain,company,company_maple_and_co,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_mp1.txt
GBR,Great Britain,company,company_white_star_line,yes,,,white_star_liners,merchant_marine,,,hq,00_companies_ep2.txt
GBR,Great Britain,company,company_white_star_line,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_ep2.txt
GBR,Great Britain,company,company_white_star_line,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_ep2.txt
GRE,Greece,company,company_basileiades,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_europe.txt
