tag,state,division_pop,building
BIC,STATE_TRAVANCORE,1089970,government_administration
BIC,STATE_TRAVANCORE,1089970,trade_center
BIK,STATE_RAJPUTANA,377748,government_administration
BIK,STATE_RAJPUTANA,377748,trade_center
BOL,STATE_LA_PAZ,856996,trade_center
BOR,STATE_BORNU,635988,government_administration
BOR,STATE_BORNU,635988,trade_center
BRD,STATE_TANGANYIKA,468004,government_administration
BRD,STATE_TANGANYIKA,468004,trade_center
BRZ,STATE_MINAS_GERAIS,729904,trade_center
BUG,STATE_UGANDA,767188,government_administration
BUG,STATE_UGANDA,767188,trade_center
BUK,STATE_UZBEKIA,1024095,government_administration
BUK,STATE_UZBEKIA,1024095,trade_center
BUN,STATE_BUNDELKHAND,770983,government_administration
BUN,STATE_BUNDELKHAND,770983,trade_center
BUR,STATE_KACHIN,638171,government_administration
BUR,STATE_KACHIN,638171,trade_center
BUR,STATE_MANDALAY,1047934,trade_center
BUR,STATE_PEGU,1318644,government_administration
BUR,STATE_PEGU,1318644,trade_center
BUR,STATE_SHAN_STATES,468725,government_administration
BUR,STATE_SHAN_STATES,468725,trade_center
CAM,STATE_CAMBODIA,714412,government_administration
CAM,STATE_CAMBODIA,714412,port
CAM,STATE_CAMBODIA,714412,trade_center
CHI,STATE_BEIJING,15029015,port
CHI,STATE_FORMOSA,2901500,government_administration
CHI,STATE_FUJIAN,16324832,port
CHI,STATE_GANSU,6429641,government_administration
CHI,STATE_HINGGAN,2135417,government_administration
CHI,STATE_JIANGSU,10993608,port
CHI,STATE_NORTHERN_MANCHURIA,3089604,government_administration
CHI,STATE_QINGHAI,1248004,government_administration
CHI,STATE_SHENGJING,2174006,government_administration
CHI,STATE_SHENGJING,2174006,port
CHI,STATE_TIANSHAN,370200,government_administration
CHI,STATE_ZHEJIANG,9473000,port
CHI,STATE_ZHILI,8503121,port
CIR,STATE_KUBAN,590000,government_administration
CIR,STATE_KUBAN,590000,trade_center
CLM,STATE_CUNDINAMARCA,527600,trade_center
CMI,STATE_CHIANG_MAI,924200,government_administration
CMI,STATE_CHIANG_MAI,924200,trade_center
COC,STATE_TRAVANCORE,530451,government_administration
COC,STATE_TRAVANCORE,530451,port
COC,STATE_TRAVANCORE,530451,trade_center
CRO,STATE_CROATIA,827992,trade_center
CRO,STATE_SLAVONIA,366228,government_administration
CRO,STATE_SLAVONIA,366228,trade_center
CUB,STATE_WESTERN_CUBA,405470,government_administration
DAH,STATE_DAHOMEY,402812,government_administration
DAH,STATE_DAHOMEY,402812,port
DAH,STATE_DAHOMEY,402812,trade_center
DAI,STATE_ANNAM,2406625,government_administration
DAI,STATE_ANNAM,2406625,trade_center
DAI,STATE_MEKONG,1757188,government_administration
DAI,STATE_TONKIN,2314544,port
DAI,STATE_TONKIN,2314544,trade_center
DEI,STATE_CENTRAL_JAVA,2102816,port
DEI,STATE_CENTRAL_JAVA,2102816,trade_center
DEI,STATE_EAST_JAVA,2080396,port
DEI,STATE_EAST_JAVA,2080396,trade_center
DEI,STATE_SUNDA_ISLANDS,705184,government_administration
DEI,STATE_SUNDA_ISLANDS,705184,trade_center
DEN,STATE_JUTLAND,548908,government_administration
DEN,STATE_JUTLAND,548908,trade_center
EGY,STATE_ALEPPO,593000,government_administration
EGY,STATE_ALEPPO,593000,trade_center
EGY,STATE_BLUE_NILE,1149592,government_administration
EGY,STATE_BLUE_NILE,1149592,trade_center
EGY,STATE_DONGOLA,364004,government_administration
EGY,STATE_DONGOLA,364004,port
EGY,STATE_DONGOLA,364004,trade_center
EGY,STATE_KORDOFAN,524808,government_administration
EGY,STATE_KORDOFAN,524808,trade_center
EGY,STATE_LEBANON,378000,government_administration
EGY,STATE_LEBANON,378000,port
EGY,STATE_LEBANON,378000,trade_center
EGY,STATE_MIDDLE_EGYPT,1157903,port
EGY,STATE_MIDDLE_EGYPT,1157903,trade_center
EGY,STATE_PALESTINE,370500,government_administration
EGY,STATE_PALESTINE,370500,port
EGY,STATE_PALESTINE,370500,trade_center
EGY,STATE_UPPER_EGYPT,391745,government_administration
EGY,STATE_UPPER_EGYPT,391745,port
EGY,STATE_UPPER_EGYPT,391745,trade_center
FIN,STATE_UUSIMAA,538275,trade_center
FRA,STATE_ALSACE_LORRAINE,1436128,government_administration
FRA,STATE_AQUITAINE,1844177,government_administration
FRA,STATE_AUVERGNE_LIMOUSIN,2327887,trade_center
FRA,STATE_BURGUNDY,1576918,government_administration
FRA,STATE_BURGUNDY,1576918,trade_center
FRA,STATE_CHAMPAGNE,1161945,government_administration
FRA,STATE_CHAMPAGNE,1161945,trade_center
FRA,STATE_FRANCHE_COMTE,934927,government_administration
FRA,STATE_FRENCH_LOW_COUNTRIES,1691071,government_administration
FRA,STATE_GUYENNE,1734040,government_administration
FRA,STATE_GUYENNE,1734040,trade_center
FRA,STATE_LANGUEDOC,2373128,government_administration
FRA,STATE_LANGUEDOC,2373128,port
FRA,STATE_LORRAINE,1153101,government_administration
FRA,STATE_LORRAINE,1153101,trade_center
FRA,STATE_MAINE_ANJOU,1610194,government_administration
FRA,STATE_MAINE_ANJOU,1610194,trade_center
FRA,STATE_ORLEANS,1379493,government_administration
FRA,STATE_ORLEANS,1379493,trade_center
FRA,STATE_PICARDY,1478442,government_administration
FRA,STATE_PICARDY,1478442,port
FRA,STATE_PICARDY,1478442,trade_center
FRA,STATE_POITOU,1748194,government_administration
FRA,STATE_POITOU,1748194,trade_center
FRA,STATE_PROVENCE,1090845,government_administration
FTJ,STATE_GUINEA,421360,government_administration
FTJ,STATE_GUINEA,421360,trade_center
GBR,STATE_CONNAUGHT,1390481,government_administration
GBR,STATE_CONNAUGHT,1390481,port
GBR,STATE_CONNAUGHT,1390481,trade_center
GBR,STATE_EAST_ANGLIA,1573208,trade_center
GBR,STATE_HIGHLANDS,751566,government_administration
GBR,STATE_HIGHLANDS,751566,port
GBR,STATE_HIGHLANDS,751566,trade_center
GBR,STATE_JAMAICA,381636,government_administration
GBR,STATE_LEINSTER,1934493,government_administration
GBR,STATE_MUNSTER,2348237,government_administration
GBR,STATE_MUNSTER,2348237,trade_center
GBR,STATE_ULSTER,2351145,government_administration
GBR,STATE_ULSTER,2351145,trade_center
GBR,STATE_WALES,973196,government_administration
GBR,STATE_WALES,973196,port
GJM,STATE_GONDER,891000,government_administration
GJM,STATE_GONDER,891000,trade_center
GWA,STATE_MALWA,1422840,government_administration
GWA,STATE_MALWA,1422840,trade_center
GZA,STATE_LOURENCO_MARQUES,746043,government_administration
GZA,STATE_LOURENCO_MARQUES,746043,trade_center
GZA,STATE_ZAMBEZIA,388400,government_administration
GZA,STATE_ZAMBEZIA,388400,trade_center
HAN,STATE_ELBE,512788,government_administration
HAN,STATE_ELBE,512788,trade_center
HAR,STATE_OROMIA,361610,government_administration
HAR,STATE_OROMIA,361610,trade_center
HAU,STATE_OUTER_HAUSALAND,400137,government_administration
HAU,STATE_OUTER_HAUSALAND,400137,trade_center
HDJ,STATE_HEDJAZ,463100,government_administration
HDJ,STATE_HEDJAZ,463100,port
HDJ,STATE_HEDJAZ,463100,trade_center
HDY,STATE_AMHARA,488800,government_administration
HDY,STATE_AMHARA,488800,trade_center
HEK,STATE_HESSE,633288,government_administration
HEK,STATE_HESSE,633288,trade_center
HER,STATE_HERAT,897586,government_administration
HER,STATE_HERAT,897586,trade_center
HES,STATE_HESSE,729108,government_administration
HES,STATE_HESSE,729108,trade_center
HOL,STATE_SCHLESWIG_HOLSTEIN,404604,government_administration
HOL,STATE_SCHLESWIG_HOLSTEIN,404604,trade_center
HUN,STATE_BANAT,1189660,government_administration
HUN,STATE_BANAT,1189660,trade_center
HUN,STATE_BEKES,1524492,government_administration
HUN,STATE_BEKES,1524492,trade_center
HUN,STATE_DELVIDEK,761396,government_administration
HUN,STATE_DELVIDEK,761396,trade_center
HUN,STATE_SLOVAKIA,2046586,trade_center
HUN,STATE_TRANSDANUBIA,2356492,government_administration
HUN,STATE_TRANSDANUBIA,2356492,trade_center
HYD,STATE_CENTRAL_PROVINCES,2305617,government_administration
HYD,STATE_CENTRAL_PROVINCES,2305617,trade_center
HYD,STATE_HYDERABAD,8549837,trade_center
IND,STATE_MALWA,547720,government_administration
IND,STATE_MALWA,547720,trade_center
JAI,STATE_RAJPUTANA,1821010,government_administration
JAI,STATE_RAJPUTANA,1821010,trade_center
JAP,STATE_CHUGOKU,4077516,port
JAP,STATE_HOKUSHINETSU,4138700,port
JAP,STATE_KANSAI,3986882,port
JAP,STATE_KYOTO,1377948,port
JAP,STATE_SHIKOKU,2319419,port
JAP,STATE_TOHOKU,3157725,port
JAP,STATE_TOKAI,4192918,port
JHN,STATE_BUNDELKHAND,353646,government_administration
JHN,STATE_BUNDELKHAND,353646,trade_center
JOD,STATE_RAJPUTANA,1252870,government_administration
JOD,STATE_RAJPUTANA,1252870,trade_center
JOH,STATE_MALAYA,438004,government_administration
JOH,STATE_MALAYA,438004,trade_center
KAB,STATE_KABUL,1052232,trade_center
KAB,STATE_PASHTUNISTAN,826670,government_administration
KAB,STATE_PASHTUNISTAN,826670,trade_center
KAL,STATE_BALUCHISTAN,577392,government_administration
KAL,STATE_BALUCHISTAN,577392,trade_center
KAN,STATE_KANDAHAR,868459,government_administration
KAN,STATE_KANDAHAR,868459,trade_center
KAS,STATE_KASHMIR,1270851,trade_center
KFA,STATE_AMHARA,450656,government_administration
KFA,STATE_AMHARA,450656,trade_center
KHI,STATE_KHIVA,931137,government_administration
KHI,STATE_KHIVA,931137,trade_center
KHP,STATE_BOMBAY,517691,government_administration
KHP,STATE_BOMBAY,517691,trade_center
KNO,STATE_KURNOOL,367135,government_administration
KNO,STATE_KURNOOL,367135,trade_center
KOK,STATE_FERGANA,838759,government_administration
KOK,STATE_FERGANA,838759,trade_center
KOK,STATE_KIRGHIZIA,388448,government_administration
KOK,STATE_KIRGHIZIA,388448,trade_center
KON,STATE_BAS_CONGO,528000,government_administration
KON,STATE_BAS_CONGO,528000,port
KON,STATE_BAS_CONGO,528000,trade_center
KON,STATE_NORTH_ANGOLA,469804,government_administration
KON,STATE_NORTH_ANGOLA,469804,trade_center
KOR,STATE_BUSAN,3597837,trade_center
KOR,STATE_PYONGYANG,3612828,port
KOR,STATE_PYONGYANG,3612828,trade_center
KOR,STATE_SARIWON,1620102,port
KOR,STATE_SARIWON,1620102,trade_center
KOR,STATE_SEOUL,2818978,port
KOR,STATE_SEOUL,2818978,trade_center
KOR,STATE_YANGHO,4552487,port
KOR,STATE_YANGHO,4552487,trade_center
LAD,STATE_KASHMIR,361588,government_administration
LAD,STATE_KASHMIR,361588,trade_center
LIB,STATE_LIBERIA,377210,trade_center
MAD,STATE_NORTH_MADAGASCAR,1045104,government_administration
MAD,STATE_NORTH_MADAGASCAR,1045104,port
MAD,STATE_NORTH_MADAGASCAR,1045104,trade_center
MAD,STATE_SOUTH_MADAGASCAR,897800,government_administration
MAD,STATE_SOUTH_MADAGASCAR,897800,port
MAD,STATE_SOUTH_MADAGASCAR,897800,trade_center
MAK,STATE_BALUCHISTAN,462096,government_administration
MAK,STATE_BALUCHISTAN,462096,trade_center
MAS,STATE_ORAN,735807,trade_center
MEC,STATE_MECKLENBURG,493998,government_administration
MEC,STATE_MECKLENBURG,493998,trade_center
MEW,STATE_RAJPUTANA,659983,government_administration
MEW,STATE_RAJPUTANA,659983,trade_center
MEX,STATE_BAJIO,950333,trade_center
MEX,STATE_JALISCO,1190161,port
MEX,STATE_JALISCO,1190161,trade_center
MEX,STATE_MEXICO,1811090,trade_center
MEX,STATE_OAXACA,479674,port
MEX,STATE_OAXACA,479674,trade_center
MEX,STATE_YUCATAN,616968,government_administration
MEX,STATE_YUCATAN,616968,port
MEX,STATE_YUCATAN,616968,trade_center
MJT,STATE_SOMALILAND,363440,government_administration
MJT,STATE_SOMALILAND,363440,trade_center
MNP,STATE_ASSAM,403584,government_administration
MNP,STATE_ASSAM,403584,trade_center
MOD,STATE_EMILIA,648400,government_administration
MOD,STATE_EMILIA,648400,trade_center
MOL,STATE_MOLDAVIA,1358409,government_administration
MOL,STATE_MOLDAVIA,1358409,trade_center
MOR,STATE_AL_RIF,492788,government_administration
MOR,STATE_AL_RIF,492788,trade_center
MOR,STATE_FEZ,1127204,trade_center
MOR,STATE_INNER_MOROCCO,595404,government_administration
MOR,STATE_INNER_MOROCCO,595404,port
MOR,STATE_INNER_MOROCCO,595404,trade_center
MSN,STATE_EASTERN_MALI,980100,government_administration
MSN,STATE_EASTERN_MALI,980100,trade_center
MUG,STATE_DELHI,514378,trade_center
MYS,STATE_MYSORE,3798574,trade_center
NAG,STATE_CENTRAL_PROVINCES,3148803,government_administration
NAG,STATE_CENTRAL_PROVINCES,3148803,trade_center
NAS,STATE_HESSE,402404,government_administration
NAS,STATE_HESSE,402404,trade_center
NEP,STATE_HIMALAYAS,4242426,government_administration
NEP,STATE_HIMALAYAS,4242426,trade_center
NOR,STATE_WESTERN_NORWAY,546800,government_administration
NOR,STATE_WESTERN_NORWAY,546800,trade_center
NPU,STATE_LIMA,504100,trade_center
OMA,STATE_ZANZIBAR,1176200,government_administration
OMA,STATE_ZANZIBAR,1176200,trade_center
ONT,STATE_ONTARIO,410796,government_administration
OYO,STATE_YORUBA_STATES,1576004,government_administration
OYO,STATE_YORUBA_STATES,1576004,port
OYO,STATE_YORUBA_STATES,1576004,trade_center
PAN,STATE_HILL_PUNJAB,1424232,trade_center
PAN,STATE_PASHTUNISTAN,1201421,government_administration
PAN,STATE_PASHTUNISTAN,1201421,trade_center
PAN,STATE_PUNJAB,5480251,trade_center
PAP,STATE_ROMAGNA,803600,government_administration
PAP,STATE_ROMAGNA,803600,port
PAP,STATE_ROMAGNA,803600,trade_center
PAP,STATE_UMBRIA,451000,government_administration
PAP,STATE_UMBRIA,451000,port
PAP,STATE_UMBRIA,451000,trade_center
PAR,STATE_EMILIA,472004,government_administration
PAR,STATE_EMILIA,472004,trade_center
PER,STATE_FARS,538436,trade_center
PER,STATE_IRAKAJEMI,1509713,trade_center
PER,STATE_ISFAHAN,499382,trade_center
PER,STATE_KHORASAN,715822,trade_center
PER,STATE_MAZANDARAN,1026936,government_administration
PER,STATE_MAZANDARAN,1026936,trade_center
PER,STATE_PERSIAN_KURDISTAN,401370,government_administration
PER,STATE_PERSIAN_KURDISTAN,401370,trade_center
PER,STATE_TABRIZ,914086,trade_center
PER,STATE_URMIA,360941,government_administration
PER,STATE_URMIA,360941,trade_center
PHI,STATE_VISAYAS,1033743,government_administration
PHI,STATE_VISAYAS,1033743,port
PHI,STATE_VISAYAS,1033743,trade_center
POR,STATE_ALENTEJO,457012,port
POR,STATE_ALENTEJO,457012,trade_center
POR,STATE_BEIRA,1106122,port
POR,STATE_BEIRA,1106122,trade_center
POR,STATE_BOMBAY,446391,government_administration
POR,STATE_ENTRE_DOURO_E_MINHO,1203012,trade_center
POR,STATE_ZAMBEZIA,388400,government_administration
POR,STATE_ZAMBEZIA,388400,trade_center
PRU,STATE_ANHALT,1383392,government_administration
PRU,STATE_ANHALT,1383392,trade_center
PRU,STATE_EAST_PRUSSIA,859792,government_administration
PRU,STATE_EAST_PRUSSIA,859792,port
PRU,STATE_LOWER_SILESIA,1919162,government_administration
PRU,STATE_NORTH_RHINE,1015728,government_administration
PRU,STATE_NORTH_RHINE,1015728,trade_center
PRU,STATE_POMERANIA,1147800,government_administration
PRU,STATE_POSEN,1568764,government_administration
PRU,STATE_POSEN,1568764,trade_center
PRU,STATE_RUHR,856288,government_administration
PRU,STATE_RUHR,856288,trade_center
PRU,STATE_UPPER_SILESIA,735861,government_administration
PRU,STATE_UPPER_SILESIA,735861,trade_center
PRU,STATE_WESTPHALIA,1278830,trade_center
PRU,STATE_WEST_PRUSSIA,797004,government_administration
PTA,STATE_HILL_PUNJAB,695890,government_administration
PTA,STATE_HILL_PUNJAB,695890,trade_center
QUE,STATE_QUEBEC,555200,government_administration
QWR,STATE_GONDER,585520,government_administration
QWR,STATE_GONDER,585520,trade_center
RUS,STATE_BESSARABIA,544458,government_administration
RUS,STATE_BESSARABIA,544458,port
RUS,STATE_BESSARABIA,544458,trade_center
RUS,STATE_BREST,771332,government_administration
RUS,STATE_BREST,771332,trade_center
RUS,STATE_CHERNIHIV,1424280,government_administration
RUS,STATE_CHERNIHIV,1424280,trade_center
RUS,STATE_CHERSON,962860,government_administration
RUS,STATE_CHUVASHIA,555443,government_administration
RUS,STATE_CHUVASHIA,555443,trade_center
RUS,STATE_GALICH,746504,government_administration
RUS,STATE_GALICH,746504,trade_center
RUS,STATE_GREATER_CAUCASUS,1453390,government_administration
RUS,STATE_GREATER_CAUCASUS,1453390,port
RUS,STATE_GREATER_CAUCASUS,1453390,trade_center
RUS,STATE_GREATER_POLAND,2588291,government_administration
RUS,STATE_KAUNAS,607037,government_administration
RUS,STATE_KAUNAS,607037,trade_center
RUS,STATE_KAZAN,1109562,trade_center
RUS,STATE_KHARKOV,2956760,government_administration
RUS,STATE_KHARKOV,2956760,trade_center
RUS,STATE_KUBAN,430200,government_administration
RUS,STATE_KUBAN,430200,port
RUS,STATE_KUBAN,430200,trade_center
RUS,STATE_KURSK,2189913,government_administration
RUS,STATE_KURSK,2189913,trade_center
RUS,STATE_LESSER_POLAND,992197,government_administration
RUS,STATE_LESSER_POLAND,992197,trade_center
RUS,STATE_MAZOVIA,1315511,government_administration
RUS,STATE_MAZOVIA,1315511,trade_center
RUS,STATE_MINSK,788027,trade_center
RUS,STATE_MOGILEV,624822,government_administration
RUS,STATE_MOGILEV,624822,trade_center
RUS,STATE_NIZHNY_NOVGOROD,1582933,government_administration
RUS,STATE_NOVGOROD,820118,government_administration
RUS,STATE_NOVGOROD,820118,trade_center
RUS,STATE_ORYOL,3356122,government_administration
RUS,STATE_ORYOL,3356122,trade_center
RUS,STATE_PERM,777777,government_administration
RUS,STATE_PERM,777777,trade_center
RUS,STATE_PSKOV,706885,government_administration
RUS,STATE_PSKOV,706885,trade_center
RUS,STATE_ROSTOV,631680,government_administration
RUS,STATE_ROSTOV,631680,port
RUS,STATE_RYAZAN,1243172,government_administration
RUS,STATE_RYAZAN,1243172,trade_center
RUS,STATE_SAMARA,1593287,government_administration
RUS,STATE_SAMARA,1593287,trade_center
RUS,STATE_SMOLENSK,1029741,government_administration
RUS,STATE_SMOLENSK,1029741,trade_center
RUS,STATE_STAVROPOL,508282,government_administration
RUS,STATE_STAVROPOL,508282,trade_center
RUS,STATE_TAMBOV,2644279,government_administration
RUS,STATE_TAMBOV,2644279,trade_center
RUS,STATE_TARTARIA,1189294,government_administration
RUS,STATE_TARTARIA,1189294,trade_center
RUS,STATE_TAURIDA,1296141,government_administration
RUS,STATE_TAURIDA,1296141,port
RUS,STATE_TAURIDA,1296141,trade_center
RUS,STATE_TOBOLSK,417044,government_administration
RUS,STATE_TOBOLSK,417044,trade_center
RUS,STATE_TOMSK,361800,government_administration
RUS,STATE_TOMSK,361800,trade_center
RUS,STATE_TVER,1232108,government_administration
RUS,STATE_TVER,1232108,trade_center
RUS,STATE_UFA,369535,government_administration
RUS,STATE_UFA,369535,trade_center
RUS,STATE_URAL,377804,government_administration
RUS,STATE_URAL,377804,trade_center
RUS,STATE_VILNIUS,522137,government_administration
RUS,STATE_VILNIUS,522137,trade_center
RUS,STATE_VITEBSK,410133,government_administration
RUS,STATE_VITEBSK,410133,trade_center
RUS,STATE_VOLHYNIA,716846,government_administration
RUS,STATE_VOLHYNIA,716846,trade_center
RUS,STATE_VYATKA,1512000,government_administration
RUS,STATE_VYATKA,1512000,trade_center
RUS,STATE_YAROSLAVL,3010095,government_administration
RUS,STATE_YAROSLAVL,3010095,trade_center
RWD,STATE_TANGANYIKA,511996,government_administration
RWD,STATE_TANGANYIKA,511996,trade_center
SAF,STATE_CAPE_COLONY,436304,government_administration
SAF,STATE_CAPE_COLONY,436304,trade_center
SAK,STATE_NORTH_SUMATRA,415448,government_administration
SAK,STATE_NORTH_SUMATRA,415448,trade_center
SAR,STATE_SARDINIA,524084,government_administration
SAR,STATE_SARDINIA,524084,trade_center
SAR,STATE_SAVOY,468800,trade_center
SAT,STATE_BOMBAY,742713,government_administration
SAT,STATE_BOMBAY,742713,trade_center
SER,STATE_WESTERN_SERBIA,438537,government_administration
SER,STATE_WESTERN_SERBIA,438537,trade_center
SHS,STATE_SHAN_STATES,627800,government_administration
SHS,STATE_SHAN_STATES,627800,trade_center
SHW,STATE_OROMIA,676898,government_administration
SHW,STATE_OROMIA,676898,trade_center
SIA,STATE_BANGKOK,1718404,trade_center
SIA,STATE_NAKHON_RATCHASIMA,1182312,government_administration
SIA,STATE_NAKHON_RATCHASIMA,1182312,port
SIA,STATE_NAKHON_RATCHASIMA,1182312,trade_center
SIC,STATE_ABRUZZO,660448,government_administration
SIC,STATE_ABRUZZO,660448,port
SIC,STATE_ABRUZZO,660448,trade_center
SIC,STATE_APULIA,1284392,government_administration
SIC,STATE_APULIA,1284392,port
SIC,STATE_APULIA,1284392,trade_center
SIC,STATE_CALABRIA,882848,government_administration
SIC,STATE_CALABRIA,882848,trade_center
SIN,STATE_SINDH,1960004,government_administration
SIN,STATE_SINDH,1960004,port
SIN,STATE_SINDH,1960004,trade_center
SOK,STATE_EAST_HAUSALAND,2405378,government_administration
SOK,STATE_EAST_HAUSALAND,2405378,trade_center
SOK,STATE_HAUSALAND,1465304,trade_center
SOK,STATE_NIGERIA,576308,government_administration
SOK,STATE_NIGERIA,576308,trade_center
SOK,STATE_NORTH_CAMEROON,794172,government_administration
SOK,STATE_NORTH_CAMEROON,794172,trade_center
SPA,STATE_ARAGON,634562,trade_center
SPA,STATE_ASTURIAS,438563,trade_center
SPA,STATE_EXTREMADURA,552368,government_administration
SPA,STATE_EXTREMADURA,552368,trade_center
SPA,STATE_GALICIA,1485255,trade_center
SPA,STATE_LEON,642921,trade_center
SPA,STATE_MURCIA,474306,trade_center
SPA,STATE_OLD_CASTILE,1274098,port
SPA,STATE_OLD_CASTILE,1274098,trade_center
SPA,STATE_UPPER_ANDALUSIA,1188141,trade_center
SPU,STATE_ICA,351708,port
SPU,STATE_ICA,351708,trade_center
SUR,STATE_BUNDELKHAND,482410,government_administration
SUR,STATE_BUNDELKHAND,482410,trade_center
TGR,STATE_GONDER,648719,government_administration
TGR,STATE_GONDER,648719,trade_center
TIB,STATE_LHASA,1820000,trade_center
TIB,STATE_NGARI,890000,government_administration
TIB,STATE_NGARI,890000,trade_center
TRA,STATE_TRAVANCORE,1055033,government_administration
TRA,STATE_TRAVANCORE,1055033,trade_center
TRI,STATE_LIBYA,404524,government_administration
TRI,STATE_LIBYA,404524,port
TRI,STATE_LIBYA,404524,trade_center
TRI,STATE_TRIPOLI,368220,government_administration
TRI,STATE_TRIPOLI,368220,trade_center
TRS,STATE_NORTHERN_TRANSYLVANIA,1015808,trade_center
TRS,STATE_SOUTHERN_TRANSYLVANIA,1046596,government_administration
TRS,STATE_SOUTHERN_TRANSYLVANIA,1046596,trade_center
TUN,STATE_TUNISIA,1315008,government_administration
TUR,STATE_ALBANIA,1263208,government_administration
TUR,STATE_ALBANIA,1263208,trade_center
TUR,STATE_ANKARA,1579415,trade_center
TUR,STATE_AYDIN,1003276,government_administration
TUR,STATE_BAGHDAD,500994,government_administration
TUR,STATE_BAGHDAD,500994,trade_center
TUR,STATE_BASRA,425904,government_administration
TUR,STATE_BOSNIA,864500,government_administration
TUR,STATE_BOSNIA,864500,trade_center
TUR,STATE_BULGARIA,874408,government_administration
TUR,STATE_DIYARBAKIR,712235,government_administration
TUR,STATE_DIYARBAKIR,712235,trade_center
TUR,STATE_ERZURUM,880846,government_administration
TUR,STATE_ERZURUM,880846,trade_center
TUR,STATE_HUDAVENDIGAR,1038367,trade_center
TUR,STATE_KASTAMONU,774816,government_administration
TUR,STATE_KASTAMONU,774816,port
TUR,STATE_KASTAMONU,774816,trade_center
TUR,STATE_KONYA,801714,government_administration
TUR,STATE_KONYA,801714,port
TUR,STATE_KONYA,801714,trade_center
TUR,STATE_MACEDONIA,446104,government_administration
TUR,STATE_MACEDONIA,446104,port
TUR,STATE_MOSUL,593804,government_administration
TUR,STATE_MOSUL,593804,trade_center
TUR,STATE_NORTHERN_THRACE,853608,government_administration
TUR,STATE_NORTHERN_THRACE,853608,port
TUR,STATE_NORTHERN_THRACE,853608,trade_center
TUR,STATE_SKOPIA,736892,government_administration
TUR,STATE_SKOPIA,736892,trade_center
TUR,STATE_THESSALIA,1131904,port
TUR,STATE_THESSALIA,1131904,trade_center
TUR,STATE_TRABZON,913612,government_administration
TUR,STATE_TRABZON,913612,trade_center
TUR,STATE_WESTERN_THRACE,732608,trade_center
