tag,country,X,mkt,good,a,produced,bld_demand,pop_demand,demand,ratio,b,shortage,potential,prestige,identity_crop,distinctive_ind,staple_food,generic_mfg,eco_starter,excl_champ,company
CHI,China,10,yes,sugar,0,185.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
CHI,China,10,yes,merchant_marine,0,171.0,160.0,0.0,160.0,1.07,0,0,0,0,0,0,0,0,0,1,0
CHI,China,10,yes,fabric,0,155.0,1250.0,5547.0,6797.0,0.02,2,1,1,0,0,0,0,0,1,0,0
CHI,China,10,yes,iron,7,140.0,145.0,0.0,145.0,0.97,0,0,0,0,0,0,0,0,1,0,0
CHI,China,10,yes,clippers,0,120.0,114.0,0.0,114.0,1.05,0,0,0,0,0,0,0,0,0,1,0
CHI,China,10,yes,small_arms,4,120.0,25.0,0.0,25.0,4.8,0,0,0,1,0,1,0,0,0,0,1
CHI,China,10,yes,wine,0,0.0,0.0,0.0,0.0,,0,0,1,0,1,0,0,0,0,0,0
CHI,China,10,yes,lead,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
CHI,China,10,yes,groceries,0,0.0,0.0,10787.0,10787.0,0.0,2,1,0,0,0,0,0,1,0,0,0
CHI,China,10,yes,tobacco,0,0.0,0.0,0.0,0.0,,0,0,1,0,1,0,0,0,0,0,0
CHI,China,10,yes,coal,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
CHI,China,10,yes,sulfur,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
BIC,East India,10,yes,opium,73,1460.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
BIC,East India,10,yes,clothes,30,1350.0,0.0,3168.3,3168.3,0.43,5,1,0,0,0,0,0,1,0,0,0
BIC,East India,10,yes,dye,43,1290.0,15.0,0.0,15.0,86.0,0,0,0,0,1,0,0,0,0,0,0
BIC,East India,10,yes,wood,21,840.0,890.0,1851.3,2741.3,0.31,9,1,0,0,0,0,0,0,1,0,0
BIC,East India,10,yes,luxury_clothes,0,810.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
BIC,East India,10,yes,fabric,16,720.0,1405.0,1673.2,3078.2,0.23,13,1,0,0,0,0,0,0,1,0,0
BIC,East India,10,yes,tobacco,19,570.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
BIC,East India,10,yes,fish,11,525.0,0.0,2829.4,2829.4,0.19,11,1,0,0,0,0,1,0,1,0,0
BIC,East India,10,yes,small_arms,11,330.0,0.0,0.0,0.0,,0,0,0,0,0,1,0,0,0,0,0
BIC,East India,10,yes,fruit,8,320.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
BIC,East India,10,yes,silk,20,300.0,405.0,0.0,405.0,0.74,0,0,0,0,1,0,0,0,0,0,0
BIC,East India,10,yes,clippers,0,200.0,134.0,0.0,134.0,1.49,0,0,0,0,0,0,0,0,0,1,0
BIC,East India,10,yes,paper,4,160.0,430.0,0.0,430.0,0.37,2,1,0,0,0,0,0,1,0,0,0
BIC,East India,10,yes,furniture,3,155.0,0.0,3168.3,3168.3,0.05,3,1,0,0,0,0,0,1,0,0,0
BIC,East India,10,yes,merchant_marine,0,126.0,60.0,0.0,60.0,2.1,0,0,0,0,0,0,0,0,0,1,0
BIC,East India,10,yes,sugar,5,125.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
BIC,East India,10,yes,iron,5,100.0,125.0,0.0,125.0,0.8,0,0,0,0,0,0,0,0,1,0,0
BIC,East India,10,yes,glass,3,90.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0
BIC,East India,10,yes,luxury_furniture,0,75.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
BIC,East India,10,yes,coal,2,50.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
BIC,East India,10,yes,tea,2,40.0,0.0,0.0,0.0,,0,0,0,1,1,0,0,0,0,0,1
BIC,East India,10,yes,porcelain,0,30.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
BIC,East India,10,yes,artillery,1,25.0,0.0,0.0,0.0,,0,0,0,0,0,1,0,0,0,0,0
BIC,East India,10,yes,wine,0,0.0,0.0,0.0,0.0,,0,0,1,0,1,0,0,0,0,0,0
BIC,East India,10,yes,meat,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,1,0,0,0,0
BIC,East India,10,yes,grain,0,0.0,0.0,2405.0,2405.0,0.0,2,1,1,1,0,0,1,0,1,0,1
BIC,East India,10,yes,sulfur,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
BIC,East India,10,yes,tools,0,0.0,50.0,0.0,50.0,0.0,1,1,0,0,0,1,0,0,1,0,0
BIC,East India,10,yes,lead,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
BIC,East India,10,yes,groceries,0,0.0,0.0,3253.8,3253.8,0.0,2,1,0,0,0,0,0,1,0,0,0
BIC,East India,10,yes,rubber,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,1,0
BIC,East India,10,yes,coffee,2,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
RUS,Russia,10,yes,wood,120,7790.0,2150.0,937.0,3087.0,2.52,0,0,0,0,0,0,0,0,1,0,0
RUS,Russia,10,yes,grain,179,3595.0,480.0,1217.3,1697.3,2.12,0,0,0,0,0,0,1,0,1,0,0
RUS,Russia,10,yes,liquor,0,710.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,1
RUS,Russia,10,yes,tools,12,690.0,650.0,0.0,650.0,1.06,0,0,0,0,0,1,0,0,1,0,0
RUS,Russia,10,yes,clothes,13,585.0,0.0,1603.7,1603.7,0.36,5,1,0,1,0,0,0,1,0,0,1
RUS,Russia,10,yes,furniture,13,585.0,0.0,1603.7,1603.7,0.36,4,1,0,0,0,0,0,1,0,0,0
RUS,Russia,10,yes,paper,14,560.0,285.0,0.0,285.0,1.96,0,0,0,0,0,0,0,1,0,0,0
RUS,Russia,10,yes,groceries,12,540.0,0.0,1646.9,1646.9,0.33,6,1,0,0,0,0,0,1,0,0,0
RUS,Russia,10,yes,iron,20,400.0,380.0,0.0,380.0,1.05,0,0,0,1,0,0,0,0,1,0,1
RUS,Russia,10,yes,meat,38,380.0,0.0,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0
RUS,Russia,10,yes,clippers,0,320.0,54.0,0.0,54.0,5.93,0,0,0,0,0,0,0,0,0,1,0
RUS,Russia,10,yes,small_arms,10,300.0,30.0,0.0,30.0,10.0,0,0,0,1,0,1,0,0,0,0,1
RUS,Russia,10,yes,luxury_furniture,0,250.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
RUS,Russia,10,yes,fabric,0,190.0,910.0,846.9,1756.9,0.11,2,1,1,0,0,0,0,0,1,0,0
RUS,Russia,10,yes,luxury_clothes,0,180.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
RUS,Russia,10,yes,fish,6,150.0,0.0,1432.1,1432.1,0.1,6,1,0,0,0,0,1,0,1,0,0
RUS,Russia,10,yes,tobacco,5,150.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
RUS,Russia,10,yes,wine,6,120.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
RUS,Russia,10,yes,glass,3,90.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0
RUS,Russia,10,yes,merchant_marine,0,81.0,84.0,0.0,84.0,0.96,0,0,0,0,0,0,0,0,0,1,0
RUS,Russia,10,yes,tea,4,80.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
RUS,Russia,10,yes,sugar,0,70.0,100.0,0.0,100.0,0.7,0,0,0,0,1,0,0,0,0,0,0
RUS,Russia,10,yes,artillery,2,50.0,0.0,0.0,0.0,,0,0,0,1,0,1,0,0,0,0,1
RUS,Russia,10,yes,fruit,0,43.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
RUS,Russia,10,yes,porcelain,0,30.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
RUS,Russia,10,yes,fine_art,0,5.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
RUS,Russia,10,yes,coal,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
RUS,Russia,10,yes,dye,0,0.0,15.0,0.0,15.0,0.0,1,1,0,0,1,0,0,0,0,0,0
RUS,Russia,10,yes,oil,0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,1,1
RUS,Russia,10,yes,sulfur,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
RUS,Russia,10,yes,steel,0,0.0,0.0,0.0,0.0,,0,0,0,1,0,1,0,0,0,0,1
RUS,Russia,10,yes,lead,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
RUS,Russia,10,yes,silk,0,0.0,90.0,0.0,90.0,0.0,2,1,1,0,1,0,0,0,0,0,0
FRA,France,9,yes,wood,32,2240.0,2451.0,579.3,3030.3,0.74,0,0,0,0,0,0,0,0,1,0,0
FRA,France,9,yes,grain,95,2140.0,590.0,752.6,1342.6,1.59,0,0,0,0,0,0,1,0,1,0,0
FRA,France,9,yes,clothes,29,1740.0,0.0,991.5,991.5,1.75,0,0,0,1,0,0,0,1,0,0,1
FRA,France,9,yes,wine,78,1560.0,0.0,0.0,0.0,,0,0,0,1,1,0,0,0,0,0,1
FRA,France,9,yes,paper,21,1470.0,1035.0,0.0,1035.0,1.42,0,0,0,0,0,0,0,1,0,0,0
FRA,France,9,yes,furniture,19,1235.0,0.0,991.5,991.5,1.25,0,0,0,0,0,0,0,1,0,0,0
FRA,France,9,yes,fish,16,775.0,0.0,885.4,885.4,0.88,0,0,0,0,0,0,1,0,1,0,0
FRA,France,9,yes,tools,8,640.0,697.0,0.0,697.0,0.92,0,0,0,0,0,1,0,0,1,0,0
FRA,France,9,yes,meat,26,625.0,0.0,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0
FRA,France,9,yes,groceries,9,585.0,0.0,1018.2,1018.2,0.57,0,0,0,0,0,0,0,1,0,0,0
FRA,France,9,yes,coal,13,520.0,174.0,0.0,174.0,2.99,0,0,0,0,0,0,0,0,0,0,0
FRA,France,9,yes,luxury_clothes,0,450.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,1
FRA,France,9,yes,clippers,0,400.0,141.0,0.0,141.0,2.84,0,0,0,0,0,0,0,0,0,1,0
FRA,France,9,yes,fabric,0,360.0,1690.0,523.6,2213.6,0.16,2,1,1,0,0,0,0,0,1,0,0
FRA,France,9,yes,small_arms,10,300.0,25.0,0.0,25.0,12.0,0,0,0,1,0,1,0,0,0,0,1
FRA,France,9,yes,silk,18,270.0,225.0,0.0,225.0,1.2,0,0,0,0,1,0,0,0,0,0,0
FRA,France,9,yes,glass,6,240.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0
FRA,France,9,yes,iron,6,200.0,585.0,0.0,585.0,0.34,4,1,0,0,0,0,0,0,1,0,0
FRA,France,9,yes,liquor,0,180.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
FRA,France,9,yes,sugar,5,172.0,210.0,0.0,210.0,0.82,0,0,0,0,1,0,0,0,0,0,0
FRA,France,9,yes,sulfur,4,160.0,230.0,0.0,230.0,0.7,0,0,0,0,0,0,0,0,0,0,0
FRA,France,9,yes,ammunition,3,150.0,0.0,0.0,0.0,,0,0,0,0,0,1,0,0,0,0,0
FRA,France,9,yes,steel,2,130.0,160.0,0.0,160.0,0.81,0,0,0,0,0,1,0,0,0,0,0
FRA,France,9,yes,luxury_furniture,0,125.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
FRA,France,9,yes,lead,3,120.0,120.0,0.0,120.0,1.0,0,0,0,0,0,0,0,0,0,0,0
FRA,France,9,yes,merchant_marine,0,99.0,108.0,0.0,108.0,0.92,0,0,0,0,0,0,0,0,0,1,0
FRA,France,9,yes,transportation,0,60.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0
FRA,France,9,yes,tobacco,2,60.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
FRA,France,9,yes,porcelain,0,60.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
FRA,France,9,yes,fertilizer,0,57.5,140.0,0.0,140.0,0.41,1,1,0,0,0,0,0,1,0,0,0
FRA,France,9,yes,artillery,2,50.0,0.0,0.0,0.0,,0,0,0,1,0,1,0,0,0,0,1
FRA,France,9,yes,explosives,1,50.0,60.0,0.0,60.0,0.83,0,0,0,0,0,1,0,0,0,0,0
FRA,France,9,yes,fruit,0,49.0,0.0,0.0,0.0,,0,0,1,0,1,0,0,0,0,0,0
FRA,France,9,yes,dye,1,30.0,175.0,0.0,175.0,0.17,2,1,0,0,1,0,0,0,0,0,0
FRA,France,9,yes,fine_art,0,10.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
FRA,France,9,yes,tea,0,0.0,0.0,0.0,0.0,,0,0,1,0,1,0,0,0,0,0,0
FRA,France,9,yes,engines,0,0.0,10.0,0.0,10.0,0.0,1,1,0,0,0,1,0,0,0,0,0
FRA,France,9,yes,rubber,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,1,0
FRA,France,9,yes,coffee,2,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
GBR,Great Britain,9,yes,clothes,57,3420.0,0.0,743.9,743.9,4.6,0,0,0,1,0,0,0,1,0,0,1
GBR,Great Britain,9,yes,coal,59,2360.0,406.0,0.0,406.0,5.81,0,0,0,0,0,0,0,0,0,0,0
GBR,Great Britain,9,yes,furniture,35,2275.0,0.0,743.9,743.9,3.06,0,0,0,0,0,0,0,1,0,0,0
GBR,Great Britain,9,yes,grain,70,2100.0,750.0,564.7,1314.7,1.6,0,0,0,0,0,0,1,0,1,0,0
GBR,Great Britain,9,yes,tools,21,1680.0,1325.0,0.0,1325.0,1.27,0,0,0,0,0,1,0,0,1,0,0
GBR,Great Britain,9,yes,fish,19,925.0,0.0,664.4,664.4,1.39,0,0,0,0,0,0,1,0,1,0,0
GBR,Great Britain,9,yes,luxury_furniture,0,875.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,1
GBR,Great Britain,9,yes,groceries,12,780.0,0.0,764.0,764.0,1.02,0,0,0,1,0,0,0,1,0,0,1
GBR,Great Britain,9,yes,paper,10,700.0,795.0,0.0,795.0,0.88,0,0,0,0,0,0,0,1,0,0,0
GBR,Great Britain,9,yes,wood,10,700.0,3879.0,434.7,4313.7,0.16,10,1,0,0,0,0,0,0,1,0,0
GBR,Great Britain,9,yes,meat,29,695.0,0.0,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0
GBR,Great Britain,9,yes,clippers,0,680.0,286.0,0.0,286.0,2.38,0,0,0,0,0,0,0,0,0,1,0
GBR,Great Britain,9,yes,liquor,0,610.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
GBR,Great Britain,9,yes,steel,8,520.0,510.0,0.0,510.0,1.02,0,0,0,1,0,1,0,0,0,0,1
GBR,Great Britain,9,yes,iron,12,480.0,945.0,0.0,945.0,0.51,0,0,0,0,0,0,0,0,1,0,0
GBR,Great Britain,9,yes,fabric,0,405.0,3150.0,392.9,3542.9,0.11,2,1,1,0,0,0,0,0,1,0,0
GBR,Great Britain,9,yes,luxury_clothes,0,390.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
GBR,Great Britain,9,yes,transportation,0,390.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0
GBR,Great Britain,9,yes,sugar,13,325.0,380.0,0.0,380.0,0.86,0,0,0,0,1,0,0,0,0,0,0
GBR,Great Britain,9,yes,glass,7,280.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0
GBR,Great Britain,9,yes,merchant_marine,0,279.0,184.0,0.0,184.0,1.52,0,0,0,1,0,0,0,0,0,1,1
GBR,Great Britain,9,yes,fertilizer,2,247.5,370.0,0.0,370.0,0.67,0,0,0,0,0,0,0,1,0,0,0
GBR,Great Britain,9,yes,small_arms,7,210.0,55.0,0.0,55.0,3.82,0,0,0,0,0,1,0,0,0,0,0
GBR,Great Britain,9,yes,engines,3,120.0,65.0,0.0,65.0,1.85,0,0,0,0,0,1,0,0,0,0,0
GBR,Great Britain,9,yes,ammunition,2,100.0,0.0,0.0,0.0,,0,0,0,0,0,1,0,0,0,0,0
GBR,Great Britain,9,yes,lead,3,100.0,110.0,0.0,110.0,0.91,0,0,0,0,0,0,0,0,0,0,0
GBR,Great Britain,9,yes,fruit,2,80.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
GBR,Great Britain,9,yes,porcelain,0,70.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
GBR,Great Britain,9,yes,tobacco,2,60.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
GBR,Great Britain,9,yes,artillery,2,50.0,0.0,0.0,0.0,,0,0,0,0,0,1,0,0,0,0,0
GBR,Great Britain,9,yes,explosives,1,50.0,40.0,0.0,40.0,1.25,0,0,0,0,0,1,0,0,0,0,0
GBR,Great Britain,9,yes,oil,0,40.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0
GBR,Great Britain,9,yes,fine_art,0,15.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
GBR,Great Britain,9,yes,wine,0,0.0,0.0,0.0,0.0,,0,0,1,0,1,0,0,0,0,0,0
GBR,Great Britain,9,yes,tea,0,0.0,0.0,0.0,0.0,,0,0,1,0,1,0,0,0,0,0,0
GBR,Great Britain,9,yes,dye,0,0.0,320.0,0.0,320.0,0.0,2,1,1,0,1,0,0,0,0,0,0
GBR,Great Britain,9,yes,sulfur,0,0.0,180.0,0.0,180.0,0.0,2,1,1,0,0,0,0,0,0,0,0
GBR,Great Britain,9,yes,steamers,0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,1,1
GBR,Great Britain,9,yes,radios,0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,1,1
GBR,Great Britain,9,yes,rubber,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,1,0
GBR,Great Britain,9,yes,coffee,7,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
GBR,Great Britain,9,yes,silk,0,0.0,195.0,0.0,195.0,0.0,2,1,1,0,1,0,0,0,0,0,0
TUR,Ottomans,9,yes,wood,19,1260.0,970.0,321.5,1291.5,0.98,0,0,0,0,0,0,0,0,1,0,0
TUR,Ottomans,9,yes,tobacco,24,720.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
TUR,Ottomans,9,yes,grain,32,685.0,40.0,417.7,457.7,1.5,0,0,0,1,0,0,1,0,1,0,1
TUR,Ottomans,9,yes,fish,25,625.0,0.0,491.4,491.4,1.27,0,0,0,0,0,0,1,0,1,0,0
TUR,Ottomans,9,yes,clothes,10,450.0,0.0,550.3,550.3,0.82,0,0,0,0,0,0,0,1,0,0,0
TUR,Ottomans,9,yes,tea,21,420.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
TUR,Ottomans,9,yes,fabric,7,380.0,600.0,290.6,890.6,0.43,1,1,0,0,0,0,0,0,1,0,0
TUR,Ottomans,9,yes,furniture,7,315.0,0.0,550.3,550.3,0.57,0,0,0,0,0,0,0,1,0,0,0
TUR,Ottomans,9,yes,paper,6,240.0,190.0,0.0,190.0,1.26,0,0,0,0,0,0,0,1,0,0,0
TUR,Ottomans,9,yes,clippers,0,160.0,78.0,0.0,78.0,2.05,0,0,0,0,0,0,0,0,0,1,0
TUR,Ottomans,9,yes,meat,13,130.0,0.0,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0
TUR,Ottomans,9,yes,glass,4,120.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0
TUR,Ottomans,9,yes,iron,6,120.0,85.0,0.0,85.0,1.41,0,0,0,0,0,0,0,0,1,0,0
TUR,Ottomans,9,yes,tools,2,120.0,125.0,0.0,125.0,0.96,0,0,0,0,0,1,0,0,1,0,0
TUR,Ottomans,9,yes,merchant_marine,0,117.0,23.0,0.0,23.0,5.09,0,0,0,0,0,0,0,0,0,1,0
TUR,Ottomans,9,yes,luxury_furniture,0,100.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
TUR,Ottomans,9,yes,luxury_clothes,0,90.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
TUR,Ottomans,9,yes,wine,3,60.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
TUR,Ottomans,9,yes,small_arms,2,60.0,10.0,0.0,10.0,6.0,0,0,0,0,0,1,0,0,0,0,0
TUR,Ottomans,9,yes,silk,4,60.0,45.0,0.0,45.0,1.33,0,0,0,0,1,0,0,0,0,0,0
TUR,Ottomans,9,yes,fruit,0,49.0,0.0,0.0,0.0,,0,0,1,0,1,0,0,0,0,0,0
TUR,Ottomans,9,yes,groceries,1,45.0,0.0,565.1,565.1,0.08,2,1,0,0,0,0,0,1,0,0,0
TUR,Ottomans,9,yes,porcelain,0,40.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
TUR,Ottomans,9,yes,artillery,1,25.0,0.0,0.0,0.0,,0,0,0,0,0,1,0,0,0,0,0
TUR,Ottomans,9,yes,sugar,0,7.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
TUR,Ottomans,9,yes,lead,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
TUR,Ottomans,9,yes,opium,0,0.0,0.0,0.0,0.0,,0,0,1,0,1,0,0,0,0,0,0
TUR,Ottomans,9,yes,coal,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
TUR,Ottomans,9,yes,dye,0,0.0,20.0,0.0,20.0,0.0,1,1,0,0,1,0,0,0,0,0,0
TUR,Ottomans,9,yes,sulfur,0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0
USA,United States,9,yes,fabric,55,2760.0,730.0,237.4,967.4,2.85,0,0,0,1,0,0,0,0,1,0,1
USA,United States,9,yes,grain,69,2070.0,470.0,341.2,811.2,2.55,0,0,0,0,0,0,1,0,1,0,0
USA,United States,9,yes,tobacco,49,1470.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0
USA,United States,9,yes,wood,21,1470.0,1365.0,262.7,1627.7,0.9,0,0,0,0,0,0,0,0,1,0,0
USA,United States,9,yes,fish,14,700.0,0.0,401.5,401.5,1.74,0,0,0,0,0,0,1,0,1,0,0
USA,United States,9,yes,clothes,10,600.0,0.0,449.5,449.5,1.33,0,0,0,0,0,0,0,1,0,0,0
USA,United States,9,yes,furniture,9,585.0,0.0,449.5,449.5,1.3,0,0,0,0,0,0,0,1,0,0,0
USA,United States,9,yes,coal,14,560.0,200.0,0.0,200.0,2.8,0,0,0,0,0,0,0,0,0,0,0
USA,United States,9,yes,tools,7,560.0,535.0,0.0,535.0,1.05,0,0,0,0,0,1,0,0,1,0,0
USA,United States,9,yes,iron,10,400.0,475.0,0.0,475.0,0.84,0,0,0,0,0,0,0,0,1,0,0
USA,United States,9,yes,groceries,7,375.0,0.0,461.7,461.7,0.81,0,0,0,0,0,0,0,1,0,0,0
USA,United States,9,yes,paper,5,350.0,450.0,0.0,450.0,0.78,0,0,0,0,0,0,0,1,0,0,0
USA,United States,9,yes,liquor,0,300.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
USA,United States,9,yes,meat,20,275.0,0.0,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0
USA,United States,9,yes,clippers,0,240.0,195.0,0.0,195.0,1.23,0,0,0,0,0,0,0,0,0,1,0
USA,United States,9,yes,fertilizer,2,227.5,365.0,0.0,365.0,0.62,0,0,0,0,0,0,0,1,0,0,0
USA,United States,9,yes,glass,5,200.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0
USA,United States,9,yes,merchant_marine,0,180.0,132.0,0.0,132.0,1.36,0,0,0,0,0,0,0,0,0,1,0
USA,United States,9,yes,luxury_furniture,0,175.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0
USA,United States,9,yes,sulfur,4,160.0,130.0,0.0,130.0,1.23,0,0,0,0,0,0,0,0,0,0,0
USA,United States,9,yes,fruit,0,147.0,0.0,0.0,0.0,,0,0,0,1,1,0,0,0,0,0,1
USA,United States,9,yes,steel,2,130.0,170.0,0.0,170.0,0.76,0,0,0,1,0,1,0,0,0,0,1
USA,United States,9,yes,small_arms,4,120.0,20.0,0.0,20.0,6.0,0,0,0,1,0,1,0,0,0,0,1
USA,United States,9,yes,sugar,3,96.0,170.0,0.0,170.0,0.56,0,0,0,0,1,0,0,0,0,0,0
USA,United States,9,yes,dye,2,60.0,70.0,0.0,70.0,0.86,0,0,0,0,1,0,0,0,0,0,0
USA,United States,9,yes,lead,3,60.0,70.0,0.0,70.0,0.86,0,0,0,0,0,0,0,0,0,0,0
