tag,building,kind,need,rank,state,pop,levels,left,basis,group,fd_region,map_src
CHI,building_logging_camp,support,2,1,STATE_JIANGXI,24213496,1,13,capped_resources,bg_logging,STATE_BEIJING,state_regions/11_east_asia.txt
CHI,building_logging_camp,support,2,2,STATE_SOUTHERN_ANHUI,22832408,1,12,capped_resources,bg_logging,STATE_BEIJING,state_regions/11_east_asia.txt
CHI,building_furniture_manufactory,support,2,1,STATE_JIANGXI,24213496,1,99,no_cap,bg_light_industry,STATE_BEIJING,state_regions/11_east_asia.txt
CHI,building_furniture_manufactory,support,2,2,STATE_SOUTHERN_ANHUI,22832408,1,99,no_cap,bg_light_industry,STATE_BEIJING,state_regions/11_east_asia.txt
CHI,building_textile_mill,support,2,1,STATE_JIANGXI,24213496,1,99,no_cap,bg_light_industry,STATE_BEIJING,state_regions/11_east_asia.txt
CHI,building_textile_mill,support,2,2,STATE_SOUTHERN_ANHUI,22832408,1,99,no_cap,bg_light_industry,STATE_BEIJING,state_regions/11_east_asia.txt
CHI,building_food_industry,support,2,1,STATE_JIANGXI,24213496,1,99,no_cap,bg_light_industry,STATE_BEIJING,state_regions/11_east_asia.txt
CHI,building_food_industry,support,2,2,STATE_SOUTHERN_ANHUI,22832408,1,99,no_cap,bg_light_industry,STATE_BEIJING,state_regions/11_east_asia.txt
CHI,building_silk_plantation,support,2,1,STATE_JIANGXI,24213496,1,597,arable_land,bg_plantations,STATE_BEIJING,state_regions/11_east_asia.txt
CHI,building_silk_plantation,support,2,2,STATE_SOUTHERN_ANHUI,22832408,1,547,arable_land,bg_plantations,STATE_BEIJING,state_regions/11_east_asia.txt
RUS,building_logging_camp,champ,20,1,STATE_ORYOL,3356122,1,71,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,2,STATE_KIEV,3313761,1,29,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,3,STATE_YAROSLAVL,3010095,1,65,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,4,STATE_KHARKOV,2956760,1,18,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,5,STATE_TAMBOV,2644279,1,34,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,6,STATE_GREATER_POLAND,2588291,1,8,capped_resources,bg_logging,STATE_INGRIA,state_regions/02_east_europe.txt
RUS,building_logging_camp,champ,20,7,STATE_KURSK,2189913,1,81,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,8,STATE_SAMARA,1593287,1,8,capped_resources,bg_logging,STATE_INGRIA,state_regions/09_central_asia.txt
RUS,building_logging_camp,champ,20,9,STATE_NIZHNY_NOVGOROD,1582933,1,24,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,10,STATE_VYATKA,1512000,1,35,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,11,STATE_GREATER_CAUCASUS,1453390,1,18,capped_resources,bg_logging,STATE_INGRIA,state_regions/09_central_asia.txt
RUS,building_logging_camp,champ,20,12,STATE_CHERNIHIV,1424280,1,15,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,13,STATE_MAZOVIA,1315511,1,8,capped_resources,bg_logging,STATE_INGRIA,state_regions/02_east_europe.txt
RUS,building_logging_camp,champ,20,14,STATE_TAURIDA,1296141,1,7,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,15,STATE_RYAZAN,1243172,1,27,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,16,STATE_MOSCOW,1239301,1,33,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,17,STATE_TVER,1232108,1,35,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,18,STATE_TARTARIA,1189294,1,15,capped_resources,bg_logging,STATE_INGRIA,state_regions/09_central_asia.txt
RUS,building_logging_camp,champ,20,19,STATE_KAZAN,1109562,1,12,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_logging_camp,champ,20,20,STATE_SMOLENSK,1029741,1,24,capped_resources,bg_logging,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_wheat_farm,support,2,1,STATE_KIEV,3313761,1,174,arable_land,bg_staple_crops,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_wheat_farm,support,2,2,STATE_KHARKOV,2956760,1,149,arable_land,bg_staple_crops,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_furniture_manufactory,support,2,1,STATE_ORYOL,3356122,1,99,no_cap,bg_light_industry,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_furniture_manufactory,support,2,2,STATE_KIEV,3313761,1,99,no_cap,bg_light_industry,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_food_industry,support,2,1,STATE_ORYOL,3356122,1,99,no_cap,bg_light_industry,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_food_industry,support,2,2,STATE_KIEV,3313761,1,99,no_cap,bg_light_industry,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_paper_mill,support,2,1,STATE_ORYOL,3356122,1,99,no_cap,bg_light_industry,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_paper_mill,support,2,2,STATE_KIEV,3313761,1,99,no_cap,bg_light_industry,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_livestock_ranch,support,2,1,STATE_ORYOL,3356122,1,179,arable_land,bg_ranching,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_livestock_ranch,support,2,2,STATE_KIEV,3313761,1,174,arable_land,bg_ranching,STATE_INGRIA,state_regions/15_russia.txt
RUS,building_fishing_wharf,support,2,1,STATE_GREATER_CAUCASUS,1453390,1,4,capped_resources,bg_fishing,STATE_INGRIA,state_regions/09_central_asia.txt
RUS,building_fishing_wharf,support,2,2,STATE_TAURIDA,1296141,1,11,capped_resources,bg_fishing,STATE_INGRIA,state_regions/15_russia.txt
BIC,building_dye_plantation,champ,20,1,STATE_EAST_BENGAL,21556674,2,595,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,2,STATE_AGRA,20933434,1,720,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,3,STATE_WEST_BENGAL,17269275,1,548,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,4,STATE_BIHAR,12241311,1,369,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,5,STATE_BOMBAY,11802465,1,746,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,6,STATE_MADRAS,8328149,1,671,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,7,STATE_AWADH,3682454,1,367,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,8,STATE_CIRCARS,3102255,1,448,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,9,STATE_GUJARAT,2587706,1,880,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,10,STATE_KURNOOL,1374385,1,62,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,11,STATE_TRAVANCORE,1089970,1,238,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,12,STATE_CENTRAL_PROVINCES,904738,1,201,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,13,STATE_ORISSA,869092,1,169,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,14,STATE_ASSAM,553006,1,104,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,15,STATE_MYSORE,535409,1,298,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,16,STATE_TENASSERIM,357696,1,19,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,17,STATE_RAJPUTANA,226141,1,598,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,18,STATE_ARAKAN,188316,1,31,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_dye_plantation,champ,20,19,STATE_PEGU,1923,1,38,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_wheat_farm,support,2,1,STATE_DELHI,2888634,1,1198,arable_land,bg_staple_crops,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_wheat_farm,support,2,2,STATE_GUJARAT,2587706,1,880,arable_land,bg_staple_crops,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_cotton_plantation,support,2,1,STATE_AGRA,20933434,1,720,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_cotton_plantation,support,2,2,STATE_BIHAR,12241311,1,369,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_livestock_ranch,support,2,1,STATE_EAST_BENGAL,21556674,1,595,arable_land,bg_ranching,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_livestock_ranch,support,2,2,STATE_AGRA,20933434,1,720,arable_land,bg_ranching,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_fishing_wharf,support,2,1,STATE_EAST_BENGAL,21556674,1,10,capped_resources,bg_fishing,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_fishing_wharf,support,2,2,STATE_WEST_BENGAL,17269275,1,7,capped_resources,bg_fishing,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_logging_camp,support,2,1,STATE_EAST_BENGAL,21556674,1,23,capped_resources,bg_logging,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_logging_camp,support,2,2,STATE_AGRA,20933434,1,5,capped_resources,bg_logging,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_tea_plantation,support,2,1,STATE_EAST_BENGAL,21556674,1,595,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
BIC,building_tea_plantation,support,2,2,STATE_AGRA,20933434,1,720,arable_land,bg_plantations,STATE_WEST_BENGAL,state_regions/10_india.txt
USA,building_livestock_ranch,champ,18,1,STATE_NEW_YORK,2221000,1,119,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,2,STATE_PENNSYLVANIA,1500300,1,178,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,3,STATE_OHIO,1344212,1,178,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,4,STATE_MASSACHUSETTS,847280,1,19,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,5,STATE_VIRGINIA,818796,1,177,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,6,STATE_TENNESSEE,772128,1,177,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,7,STATE_KENTUCKY,744376,1,178,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,8,STATE_NORTH_CAROLINA,740144,1,179,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,9,STATE_INDIANA,663508,1,220,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,10,STATE_ALABAMA,600480,1,168,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,11,STATE_GEORGIA,598574,1,177,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,12,STATE_SOUTH_CAROLINA,588588,1,98,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,13,STATE_ILLINOIS,456400,1,269,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,14,STATE_MAINE,397228,1,20,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,15,STATE_MISSOURI,367508,1,229,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,16,STATE_MARYLAND,359005,1,24,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,17,STATE_NEW_JERSEY,347192,1,40,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_livestock_ranch,champ,18,18,STATE_LOUISIANA,294684,1,119,arable_land,bg_ranching,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_steel_mill,support,2,1,STATE_NEW_YORK,2221000,1,99,no_cap,bg_heavy_industry,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_steel_mill,support,2,2,STATE_PENNSYLVANIA,1500300,1,99,no_cap,bg_heavy_industry,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_iron_mine,support,2,1,STATE_NEW_YORK,2221000,1,44,capped_resources,bg_mining,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_iron_mine,support,2,2,STATE_PENNSYLVANIA,1500300,1,57,capped_resources,bg_mining,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_coal_mine,support,2,1,STATE_PENNSYLVANIA,1500300,1,118,capped_resources,bg_mining,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_coal_mine,support,2,2,STATE_OHIO,1344212,1,59,capped_resources,bg_mining,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_cotton_plantation,support,2,1,STATE_VIRGINIA,818796,1,177,arable_land,bg_plantations,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_cotton_plantation,support,2,2,STATE_TENNESSEE,772128,1,177,arable_land,bg_plantations,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_tooling_workshop,support,2,1,STATE_NEW_YORK,2221000,1,99,no_cap,bg_light_industry,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_tooling_workshop,support,2,2,STATE_PENNSYLVANIA,1500300,1,99,no_cap,bg_light_industry,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_food_industry,support,2,1,STATE_NEW_YORK,2221000,1,99,no_cap,bg_light_industry,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
USA,building_food_industry,support,2,2,STATE_PENNSYLVANIA,1500300,1,99,no_cap,bg_light_industry,STATE_DISTRICT_OF_COLUMBIA,state_regions/05_north_america.txt
FRA,building_vineyard,champ,18,1,STATE_NORMANDY,2685132,1,118,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,2,STATE_BRITTANY,2620278,1,118,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,3,STATE_RHONE,2604767,1,107,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,4,STATE_LANGUEDOC,2373128,1,116,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,5,STATE_AUVERGNE_LIMOUSIN,2327887,1,110,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,6,STATE_ILE_DE_FRANCE,1882354,1,38,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,7,STATE_AQUITAINE,1844177,1,89,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,8,STATE_POITOU,1748194,1,90,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,9,STATE_GUYENNE,1734040,1,89,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,10,STATE_MAINE_ANJOU,1610194,1,111,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,11,STATE_BURGUNDY,1576918,1,79,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,12,STATE_ALSACE_LORRAINE,1436128,1,65,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,13,STATE_ORLEANS,1379493,1,68,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,14,STATE_CHAMPAGNE,1161945,1,79,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,15,STATE_LORRAINE,1153101,1,54,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,16,STATE_PROVENCE,1090845,1,58,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,17,STATE_FRANCHE_COMTE,934927,1,50,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_vineyard,champ,18,18,STATE_CORSICA,207889,1,9,arable_land,bg_agriculture,STATE_ILE_DE_FRANCE,state_regions/01_south_europe.txt
FRA,building_iron_mine,support,2,1,STATE_NORMANDY,2685132,1,29,capped_resources,bg_mining,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_iron_mine,support,2,2,STATE_RHONE,2604767,1,34,capped_resources,bg_mining,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_arms_industry,support,2,1,STATE_NORMANDY,2685132,1,99,no_cap,bg_military_industry,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_arms_industry,support,2,2,STATE_BRITTANY,2620278,1,99,no_cap,bg_military_industry,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_textile_mill,support,2,1,STATE_NORMANDY,2685132,1,99,no_cap,bg_light_industry,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_textile_mill,support,2,2,STATE_BRITTANY,2620278,1,99,no_cap,bg_light_industry,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_glassworks,support,2,1,STATE_NORMANDY,2685132,1,99,no_cap,bg_light_industry,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_glassworks,support,2,2,STATE_BRITTANY,2620278,1,99,no_cap,bg_light_industry,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_cotton_plantation,support,2,1,STATE_RHONE,2604767,1,107,arable_land,bg_plantations,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_cotton_plantation,support,2,2,STATE_LANGUEDOC,2373128,1,116,arable_land,bg_plantations,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_food_industry,support,2,1,STATE_NORMANDY,2685132,1,99,no_cap,bg_light_industry,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
FRA,building_food_industry,support,2,2,STATE_BRITTANY,2620278,1,99,no_cap,bg_light_industry,STATE_ILE_DE_FRANCE,state_regions/00_west_europe.txt
GBR,building_coal_mine,champ,18,1,STATE_HOME_COUNTIES,2805996,3,39,capped_resources,bg_mining,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_coal_mine,champ,18,2,STATE_MIDLANDS,2580004,3,78,capped_resources,bg_mining,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_coal_mine,champ,18,3,STATE_LANCASHIRE,2152804,2,99,capped_resources,bg_mining,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_coal_mine,champ,18,4,STATE_YORKSHIRE,2090592,2,98,capped_resources,bg_mining,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_coal_mine,champ,18,5,STATE_LOWLANDS,1637600,2,59,capped_resources,bg_mining,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_coal_mine,champ,18,6,STATE_EAST_ANGLIA,1573208,2,40,capped_resources,bg_mining,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_coal_mine,champ,18,7,STATE_WALES,973196,2,79,capped_resources,bg_mining,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_coal_mine,champ,18,8,STATE_MALAYA,124196,2,32,capped_resources,bg_mining,STATE_HOME_COUNTIES,state_regions/12_indonesia.txt
GBR,building_steel_mill,support,2,1,STATE_HOME_COUNTIES,2805996,1,99,no_cap,bg_heavy_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_steel_mill,support,2,2,STATE_MIDLANDS,2580004,1,99,no_cap,bg_heavy_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_motor_industry,support,2,1,STATE_HOME_COUNTIES,2805996,1,99,no_cap,bg_heavy_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_motor_industry,support,2,2,STATE_MIDLANDS,2580004,1,99,no_cap,bg_heavy_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_tooling_workshop,support,2,1,STATE_HOME_COUNTIES,2805996,1,99,no_cap,bg_light_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_tooling_workshop,support,2,2,STATE_MIDLANDS,2580004,1,99,no_cap,bg_light_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_textile_mill,support,2,1,STATE_HOME_COUNTIES,2805996,1,99,no_cap,bg_light_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_textile_mill,support,2,2,STATE_MIDLANDS,2580004,1,99,no_cap,bg_light_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_glassworks,support,2,1,STATE_HOME_COUNTIES,2805996,1,99,no_cap,bg_light_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_glassworks,support,2,2,STATE_MIDLANDS,2580004,1,99,no_cap,bg_light_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
GBR,building_furniture_manufactory,support,2,1,STATE_HOME_COUNTIES,2805996,1,99,no_cap,bg_light_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
