file,state,tag,building,levels,old_form,fd_region
zz_eco_starters.txt,STATE_MANDALAY,BUR,building_logging_camp,1,expanded,STATE_MANDALAY
zz_eco_starters.txt,STATE_PEGU,BUR,building_logging_camp,1,expanded,STATE_MANDALAY
zz_eco_starters.txt,STATE_ALTAI,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_ALTAI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_AMUR,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_AMUR,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_BEIJING,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_CHONGQING,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_DZUNGARIA,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_EASTERN_HUBEI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_FORMOSA,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_FUJIAN,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_GANSU,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_GUANGDONG,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_GUANGXI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_HENAN,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_HINGGAN,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_HINGGAN,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_JIANGSU,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_JIANGXI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_KIRGHIZIA,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_NANJING,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_NINGXIA,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_NORTHERN_ANHUI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_OUTER_MANCHURIA,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_OUTER_MANCHURIA,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_QINGHAI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_SHANDONG,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_SHANXI,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_SHANXI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_SHAOZHOU,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_SHENGJING,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_SHENGJING,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_SOUTHERN_ANHUI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_SUZHOU,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_TUVA,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_TUVA,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_ULIASTAI,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_ULIASTAI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_URGA,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_URGA,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_WESTERN_HUBEI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_XIAN,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_YUNNAN,CHI,building_iron_mine,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_ZHEJIANG,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_ZHILI,CHI,building_logging_camp,1,expanded,STATE_BEIJING
zz_eco_starters.txt,STATE_AMAZONAS,CLM,building_logging_camp,1,expanded,STATE_CUNDINAMARCA
zz_eco_starters.txt,STATE_ANTIOQUIA,CLM,building_iron_mine,1,expanded,STATE_CUNDINAMARCA
zz_eco_starters.txt,STATE_ANTIOQUIA,CLM,building_logging_camp,1,expanded,STATE_CUNDINAMARCA
zz_eco_starters.txt,STATE_CAUCA,CLM,building_logging_camp,1,expanded,STATE_CUNDINAMARCA
zz_eco_starters.txt,STATE_PANAMA,CLM,building_logging_camp,1,expanded,STATE_CUNDINAMARCA
zz_eco_starters.txt,STATE_ANNAM,DAI,building_iron_mine,1,expanded,STATE_ANNAM
zz_eco_starters.txt,STATE_ANNAM,DAI,building_logging_camp,1,expanded,STATE_ANNAM
zz_eco_starters.txt,STATE_LAOS,DAI,building_iron_mine,1,expanded,STATE_ANNAM
zz_eco_starters.txt,STATE_LAOS,DAI,building_logging_camp,1,expanded,STATE_ANNAM
zz_eco_starters.txt,STATE_MEKONG,DAI,building_logging_camp,1,expanded,STATE_ANNAM
zz_eco_starters.txt,STATE_ACEH,DEI,building_iron_mine,1,expanded,STATE_WEST_JAVA
zz_eco_starters.txt,STATE_ACEH,DEI,building_logging_camp,1,expanded,STATE_WEST_JAVA
zz_eco_starters.txt,STATE_CELEBES,DEI,building_iron_mine,1,expanded,STATE_WEST_JAVA
zz_eco_starters.txt,STATE_CELEBES,DEI,building_logging_camp,1,expanded,STATE_WEST_JAVA
zz_eco_starters.txt,STATE_EAST_BORNEO,DEI,building_logging_camp,1,expanded,STATE_WEST_JAVA
zz_eco_starters.txt,STATE_MOLUCCAS,DEI,building_logging_camp,1,expanded,STATE_WEST_JAVA
zz_eco_starters.txt,STATE_SUNDA_ISLANDS,DEI,building_iron_mine,1,expanded,STATE_WEST_JAVA
zz_eco_starters.txt,STATE_SUNDA_ISLANDS,DEI,building_logging_camp,1,expanded,STATE_WEST_JAVA
zz_eco_starters.txt,STATE_WEST_BORNEO,DEI,building_logging_camp,1,expanded,STATE_WEST_JAVA
zz_eco_starters.txt,STATE_ADANA,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_ALEPPO,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_CRETE,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_DONGOLA,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_ERITREA,EGY,building_iron_mine,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_KORDOFAN,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_LEBANON,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_LOWER_EGYPT,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_MIDDLE_EGYPT,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_PALESTINE,EGY,building_iron_mine,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_PALESTINE,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_SINAI,EGY,building_iron_mine,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_SYRIA,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_TRANSJORDAN,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_UPPER_EGYPT,EGY,building_logging_camp,1,expanded,STATE_LOWER_EGYPT
zz_eco_starters.txt,STATE_ALGIERS,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_ALGIERS,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_AUVERGNE_LIMOUSIN,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_CHAMPAGNE,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_CONSTANTINE,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_CONSTANTINE,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_CORSICA,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_FRANCHE_COMTE,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_GUAYANA,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_GUYENNE,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_ILE_DE_FRANCE,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_LANGUEDOC,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_LORRAINE,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_MADRAS,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_MADRAS,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_MAINE_ANJOU,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_NORMANDY,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_NORMANDY,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_ORAN,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_ORAN,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_ORLEANS,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_PICARDY,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_POITOU,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_PROVENCE,FRA,building_logging_camp,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_RHONE,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_SENEGAL,FRA,building_iron_mine,1,expanded,STATE_ILE_DE_FRANCE
zz_eco_starters.txt,STATE_CEYLON,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_CONNAUGHT,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_EAST_ANGLIA,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_GUATEMALA,GBR,building_iron_mine,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_GUATEMALA,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_GUAYANA,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_HOME_COUNTIES,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_JAMAICA,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_LANCASHIRE,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_LEINSTER,GBR,building_iron_mine,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_LEINSTER,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_MALAYA,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_MIDLANDS,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_MUNSTER,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_NEWFOUNDLAND,GBR,building_iron_mine,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_NEWFOUNDLAND,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_UPPER_ANDALUSIA,GBR,building_iron_mine,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_WEST_COUNTRY,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_YORKSHIRE,GBR,building_logging_camp,1,expanded,STATE_HOME_COUNTIES
zz_eco_starters.txt,STATE_PELOPONNESE,GRE,building_iron_mine,1,expanded,STATE_ATTICA
zz_eco_starters.txt,STATE_PELOPONNESE,GRE,building_logging_camp,1,expanded,STATE_ATTICA
zz_eco_starters.txt,STATE_BANAT,HUN,building_logging_camp,1,expanded,STATE_CENTRAL_HUNGARY
zz_eco_starters.txt,STATE_BEKES,HUN,building_logging_camp,1,expanded,STATE_CENTRAL_HUNGARY
zz_eco_starters.txt,STATE_CENTRAL_HUNGARY,HUN,building_logging_camp,1,expanded,STATE_CENTRAL_HUNGARY
zz_eco_starters.txt,STATE_DELVIDEK,HUN,building_logging_camp,1,expanded,STATE_CENTRAL_HUNGARY
zz_eco_starters.txt,STATE_SLOVAKIA,HUN,building_logging_camp,1,expanded,STATE_CENTRAL_HUNGARY
zz_eco_starters.txt,STATE_TRANSDANUBIA,HUN,building_logging_camp,1,expanded,STATE_CENTRAL_HUNGARY
zz_eco_starters.txt,STATE_CENTRAL_PROVINCES,HYD,building_iron_mine,1,expanded,STATE_HYDERABAD
zz_eco_starters.txt,STATE_CENTRAL_PROVINCES,HYD,building_logging_camp,1,expanded,STATE_HYDERABAD
zz_eco_starters.txt,STATE_HYDERABAD,HYD,building_logging_camp,1,expanded,STATE_HYDERABAD
zz_eco_starters.txt,STATE_CHUGOKU,JAP,building_iron_mine,1,expanded,STATE_KYOTO
zz_eco_starters.txt,STATE_CHUGOKU,JAP,building_logging_camp,1,expanded,STATE_KYOTO
zz_eco_starters.txt,STATE_HOKKAIDO,JAP,building_iron_mine,1,expanded,STATE_KYOTO
zz_eco_starters.txt,STATE_HOKKAIDO,JAP,building_logging_camp,1,expanded,STATE_KYOTO
zz_eco_starters.txt,STATE_HOKUSHINETSU,JAP,building_iron_mine,1,expanded,STATE_KYOTO
zz_eco_starters.txt,STATE_KANTO,JAP,building_iron_mine,1,expanded,STATE_KYOTO
zz_eco_starters.txt,STATE_KYUSHU,JAP,building_logging_camp,1,expanded,STATE_KYOTO
zz_eco_starters.txt,STATE_BUSAN,KOR,building_iron_mine,1,expanded,STATE_SEOUL
zz_eco_starters.txt,STATE_BUSAN,KOR,building_logging_camp,1,expanded,STATE_SEOUL
zz_eco_starters.txt,STATE_PYONGYANG,KOR,building_logging_camp,1,expanded,STATE_SEOUL
zz_eco_starters.txt,STATE_SARIWON,KOR,building_iron_mine,1,expanded,STATE_SEOUL
zz_eco_starters.txt,STATE_SARIWON,KOR,building_logging_camp,1,expanded,STATE_SEOUL
zz_eco_starters.txt,STATE_SEOUL,KOR,building_logging_camp,1,expanded,STATE_SEOUL
zz_eco_starters.txt,STATE_ARIZONA,MEX,building_iron_mine,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_ARIZONA,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_BAJA_CALIFORNIA,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_BAJIO,MEX,building_iron_mine,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_CALIFORNIA,MEX,building_iron_mine,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_CALIFORNIA,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_CHIAPAS,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_CHIHUAHUA,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_COLORADO,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_DURANGO,MEX,building_iron_mine,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_DURANGO,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_JALISCO,MEX,building_iron_mine,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_MEXICO,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_NEVADA,MEX,building_iron_mine,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_NEVADA,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_NEW_MEXICO,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_OAXACA,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_SINALOA,MEX,building_iron_mine,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_SINALOA,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_SONORA,MEX,building_iron_mine,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_SONORA,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_TEXAS,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_UTAH,MEX,building_iron_mine,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_UTAH,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_VERACRUZ,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_YUCATAN,MEX,building_logging_camp,1,expanded,STATE_MEXICO
zz_eco_starters.txt,STATE_FEZ,MOR,building_logging_camp,1,expanded,STATE_FEZ
zz_eco_starters.txt,STATE_MARRAKECH,MOR,building_iron_mine,1,expanded,STATE_FEZ
zz_eco_starters.txt,STATE_HIMALAYAS,NEP,building_coal_mine,1,expanded,STATE_HIMALAYAS
zz_eco_starters.txt,STATE_HIMALAYAS,NEP,building_iron_mine,1,expanded,STATE_HIMALAYAS
zz_eco_starters.txt,STATE_HIMALAYAS,NEP,building_logging_camp,1,expanded,STATE_HIMALAYAS
zz_eco_starters.txt,STATE_GUAYANA,NET,building_logging_camp,1,expanded,STATE_HOLLAND
zz_eco_starters.txt,STATE_HOLLAND,NET,building_logging_camp,1,expanded,STATE_HOLLAND
zz_eco_starters.txt,STATE_KENYA,OMA,building_logging_camp,1,expanded,STATE_OMAN
zz_eco_starters.txt,STATE_LARISTAN,OMA,building_iron_mine,1,expanded,STATE_OMAN
zz_eco_starters.txt,STATE_LARISTAN,OMA,building_logging_camp,1,expanded,STATE_OMAN
zz_eco_starters.txt,STATE_PASHTUNISTAN,PAN,building_logging_camp,1,expanded,STATE_PUNJAB
zz_eco_starters.txt,STATE_PUNJAB,PAN,building_iron_mine,1,expanded,STATE_PUNJAB
zz_eco_starters.txt,STATE_FARS,PER,building_iron_mine,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_FARS,PER,building_logging_camp,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_IRAKAJEMI,PER,building_iron_mine,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_IRAKAJEMI,PER,building_logging_camp,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_ISFAHAN,PER,building_iron_mine,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_ISFAHAN,PER,building_logging_camp,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_KERMAN,PER,building_iron_mine,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_KERMAN,PER,building_logging_camp,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_KHORASAN,PER,building_iron_mine,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_KHORASAN,PER,building_logging_camp,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_LARISTAN,PER,building_logging_camp,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_LURISTAN,PER,building_logging_camp,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_PERSIAN_KURDISTAN,PER,building_logging_camp,1,expanded,STATE_IRAKAJEMI
zz_eco_starters.txt,STATE_SEMNAN,PER,building_logging_camp,1,expanded,STATE_IRAKAJEMI
