file,state,signal,field,vanilla,new
10_india.txt,STATE_GUJARAT,subsistence,arable_land,335,685
10_india.txt,STATE_GUJARAT,subsistence,subsistence_building,building_subsistence_farm,building_subsistence_rice_farm
10_india.txt,STATE_GUJARAT,subsistence,capped:building_logging_camp,4,58
10_india.txt,STATE_GUJARAT,subsistence,resource:building_oil_rig.undiscovered,,50
10_india.txt,STATE_KASHMIR,subsistence|capped_5x+1,arable_land,85,230
10_india.txt,STATE_KASHMIR,subsistence|capped_5x+1,subsistence_building,building_subsistence_rice_farm,building_subsistence_orchard
10_india.txt,STATE_KASHMIR,subsistence|capped_5x+1,capped:building_coal_mine,0,21
10_india.txt,STATE_KASHMIR,subsistence|capped_5x+1,capped:building_lead_mine,0,6
10_india.txt,STATE_KASHMIR,subsistence|capped_5x+1,capped:building_logging_camp,17,76
10_india.txt,STATE_PUNJAB,subsistence|capped_5x+1,arable_land,505,950
10_india.txt,STATE_PUNJAB,subsistence|capped_5x+1,subsistence_building,building_subsistence_farm,building_subsistence_rice_farm
10_india.txt,STATE_PUNJAB,subsistence|capped_5x+1,capped:building_logging_camp,11,41
10_india.txt,STATE_PUNJAB,subsistence|capped_5x+1,capped:building_iron_mine,6,21
10_india.txt,STATE_PUNJAB,subsistence|capped_5x+1,capped:building_coal_mine,6,21
10_india.txt,STATE_PUNJAB,subsistence|capped_5x+1,capped:building_sulfur_mine,0,6
10_india.txt,STATE_PUNJAB,subsistence|capped_5x+1,capped:building_lead_mine,0,6
10_india.txt,STATE_SINDH,subsistence|arable_x100|capped_5x+1,arable_land,75,200
10_india.txt,STATE_SINDH,subsistence|arable_x100|capped_5x+1,subsistence_building,building_subsistence_farm,building_subsistence_rice_farm
10_india.txt,STATE_SINDH,subsistence|arable_x100|capped_5x+1,capped:building_sulfur_mine,4,40
10_india.txt,STATE_SINDH,subsistence|arable_x100|capped_5x+1,capped:building_lead_mine,0,24
10_india.txt,STATE_SINDH,subsistence|arable_x100|capped_5x+1,capped:building_whaling_station,0,5
10_india.txt,STATE_SINDH,subsistence|arable_x100|capped_5x+1,capped:building_iron_mine,0,15
10_india.txt,STATE_SINDH,subsistence|arable_x100|capped_5x+1,capped:building_coal_mine,0,21
10_india.txt,STATE_SINDH,subsistence|arable_x100|capped_5x+1,capped:building_logging_camp,3,17
10_india.txt,STATE_SINDH,subsistence|arable_x100|capped_5x+1,resource+:building_oil_rig,0,90
10_india.txt,STATE_SINDH,subsistence|arable_x100|capped_5x+1,resource+:building_rubber_plantation,0,30
10_india.txt,STATE_RAJPUTANA,arable_x100|capped_5x+1,arable_land,199,600
10_india.txt,STATE_RAJPUTANA,arable_x100|capped_5x+1,capped:building_lead_mine,6,54
10_india.txt,STATE_RAJPUTANA,arable_x100|capped_5x+1,capped:building_sulfur_mine,3,50
10_india.txt,STATE_RAJPUTANA,arable_x100|capped_5x+1,capped:building_coal_mine,0,11
10_india.txt,STATE_RAJPUTANA,arable_x100|capped_5x+1,capped:building_logging_camp,2,11
10_india.txt,STATE_CEYLON,capped_5x+1,arable_land,30,120
10_india.txt,STATE_CEYLON,capped_5x+1,capped:building_logging_camp,11,61
10_india.txt,STATE_CEYLON,capped_5x+1,capped:building_fishing_wharf,13,23
10_india.txt,STATE_CEYLON,capped_5x+1,resource:building_rubber_plantation.undiscovered,,120
10_india.txt,STATE_INDIAN_OCEAN_TERRITORY,capped_5x+1,arable_land,15,41
10_india.txt,STATE_INDIAN_OCEAN_TERRITORY,capped_5x+1,capped:building_whaling_station,5,11
10_india.txt,STATE_INDIAN_OCEAN_TERRITORY,capped_5x+1,capped:building_fishing_wharf,10,11
10_india.txt,STATE_ORISSA,capped_5x+1,arable_land,83,170
10_india.txt,STATE_ORISSA,capped_5x+1,capped:building_iron_mine,36,90
10_india.txt,STATE_ORISSA,capped_5x+1,capped:building_lead_mine,0,65
10_india.txt,STATE_ORISSA,capped_5x+1,capped:building_logging_camp,15,81
10_india.txt,STATE_CIRCARS,capped_5x+1,arable_land,181,450
10_india.txt,STATE_CIRCARS,capped_5x+1,capped:building_coal_mine,4,80
10_india.txt,STATE_CIRCARS,capped_5x+1,capped:building_iron_mine,2,21
10_india.txt,STATE_CIRCARS,capped_5x+1,capped:building_logging_camp,11,51
10_india.txt,STATE_MYSORE,arable_x100,arable_land,210,300
10_india.txt,STATE_MYSORE,arable_x100,capped:building_gold_mine,6,24
10_india.txt,STATE_MYSORE,arable_x100,capped:building_logging_camp,14,54
10_india.txt,STATE_MYSORE,arable_x100,capped:building_fishing_wharf,5,25
10_india.txt,STATE_TRAVANCORE,capped_5x+1|resource_5x+1,arable_land,120,240
10_india.txt,STATE_TRAVANCORE,capped_5x+1|resource_5x+1,capped:building_logging_camp,11,41
10_india.txt,STATE_TRAVANCORE,capped_5x+1|resource_5x+1,capped:building_fishing_wharf,10,40
10_india.txt,STATE_TRAVANCORE,capped_5x+1|resource_5x+1,capped:building_whaling_station,0,11
10_india.txt,STATE_TRAVANCORE,capped_5x+1|resource_5x+1,resource+:building_oil_rig,0,31
10_india.txt,STATE_TRAVANCORE,capped_5x+1|resource_5x+1,resource:building_rubber_plantation.undiscovered,,31
10_india.txt,STATE_MADRAS,capped_5x+1|resource_5x+1,arable_land,375,675
10_india.txt,STATE_MADRAS,capped_5x+1|resource_5x+1,capped:building_iron_mine,26,86
10_india.txt,STATE_MADRAS,capped_5x+1|resource_5x+1,capped:building_logging_camp,20,70
10_india.txt,STATE_MADRAS,capped_5x+1|resource_5x+1,resource+:building_oil_rig,0,31
10_india.txt,STATE_MADRAS,capped_5x+1|resource_5x+1,resource:building_rubber_plantation.undiscovered,,41
10_india.txt,STATE_HYDERABAD,resource_5x+1,arable_land,250,750
10_india.txt,STATE_HYDERABAD,resource_5x+1,capped:building_logging_camp,16,73
10_india.txt,STATE_HYDERABAD,resource_5x+1,resource+:building_oil_rig,0,21
10_india.txt,STATE_HYDERABAD,resource_5x+1,resource+:building_rubber_plantation,0,31
10_india.txt,STATE_BOMBAY,capped_5x+1,arable_land,400,750
10_india.txt,STATE_BOMBAY,capped_5x+1,capped:building_sulfur_mine,0,20
10_india.txt,STATE_BOMBAY,capped_5x+1,capped:building_lead_mine,0,24
10_india.txt,STATE_BOMBAY,capped_5x+1,capped:building_fishing_wharf,12,26
10_india.txt,STATE_BOMBAY,capped_5x+1,capped:building_whaling_station,0,5
10_india.txt,STATE_BOMBAY,capped_5x+1,capped:building_iron_mine,23,75
10_india.txt,STATE_BOMBAY,capped_5x+1,capped:building_logging_camp,17,47
10_india.txt,STATE_BOMBAY,capped_5x+1,resource+:building_oil_rig,0,90
10_india.txt,STATE_BOMBAY,capped_5x+1,resource+:building_rubber_plantation,0,60
11_east_asia.txt,STATE_HINGGAN,capped_5x+1,capped:building_logging_camp,6,26
11_east_asia.txt,STATE_NORTHERN_MANCHURIA,capped_5x+1,capped:building_coal_mine,4,40
11_east_asia.txt,STATE_NORTHERN_MANCHURIA,capped_5x+1,capped:building_iron_mine,0,36
11_east_asia.txt,STATE_SHANDONG,capped_5x+1,capped:building_logging_camp,6,26
11_east_asia.txt,STATE_SHANDONG,capped_5x+1,capped:building_fishing_wharf,15,25
11_east_asia.txt,STATE_SHANDONG,capped_5x+1,resource:building_oil_rig.undiscovered,,30
11_east_asia.txt,STATE_HOKKAIDO,subsistence|capped_5x+1,subsistence_building,building_subsistence_pasture,building_subsistence_rice_farm
11_east_asia.txt,STATE_HOKKAIDO,subsistence|capped_5x+1,capped:building_iron_mine,4,33
11_east_asia.txt,STATE_HOKKAIDO,subsistence|capped_5x+1,capped:building_lead_mine,7,36
11_east_asia.txt,STATE_HOKKAIDO,subsistence|capped_5x+1,capped:building_sulfur_mine,22,32
11_east_asia.txt,STATE_HOKKAIDO,subsistence|capped_5x+1,resource:building_gold_field.undiscovered,,8
11_east_asia.txt,STATE_TOHOKU,capped_5x+1,capped:building_iron_mine,53,60
11_east_asia.txt,STATE_TOHOKU,capped_5x+1,capped:building_lead_mine,33,45
11_east_asia.txt,STATE_TOHOKU,capped_5x+1,capped:building_whaling_station,5,6
11_east_asia.txt,STATE_KANTO,capped_5x+1,arable_land,117,130
11_east_asia.txt,STATE_KANTO,capped_5x+1,capped:building_iron_mine,1,36
11_east_asia.txt,STATE_KANTO,capped_5x+1,capped:building_whaling_station,2,7
11_east_asia.txt,STATE_KYUSHU,arable_x100|capped_5x+1,capped:building_coal_mine,52,72
11_east_asia.txt,STATE_KYUSHU,arable_x100|capped_5x+1,capped:building_lead_mine,9,36
11_east_asia.txt,STATE_KYUSHU,arable_x100|capped_5x+1,capped:building_sulfur_mine,31,40
11_east_asia.txt,STATE_SARIWON,capped_5x+1,arable_land,40,60
11_east_asia.txt,STATE_SARIWON,capped_5x+1,capped:building_coal_mine,9,36
11_east_asia.txt,STATE_SARIWON,capped_5x+1,capped:building_lead_mine,24,39
11_east_asia.txt,STATE_SARIWON,capped_5x+1,capped:building_sulfur_mine,0,28
11_east_asia.txt,STATE_PYONGYANG,capped_5x+1,capped:building_coal_mine,17,60
11_east_asia.txt,STATE_PYONGYANG,capped_5x+1,capped:building_lead_mine,15,36
11_east_asia.txt,STATE_PYONGYANG,capped_5x+1,capped:building_logging_camp,7,15
13_australasia.txt,STATE_TASMANIA,resource_5x+1,resource:building_gold_field.undiscovered,,16
13_australasia.txt,STATE_QUEENSLAND,resource_5x+1,resource+:building_gold_field,0,16
13_australasia.txt,STATE_SOUTH_ISLAND,resource_5x+1,resource:building_gold_field.undiscovered,,16
14_siberia.txt,STATE_TOMSK,capped_5x+1,arable_land,90,230
14_siberia.txt,STATE_TOMSK,capped_5x+1,capped:building_logging_camp,26,76
14_siberia.txt,STATE_UPPER_YENISEYSK,capped_5x+1,arable_land,10,140
14_siberia.txt,STATE_UPPER_YENISEYSK,capped_5x+1,capped:building_coal_mine,15,40
14_siberia.txt,STATE_UPPER_YENISEYSK,capped_5x+1,capped:building_logging_camp,48,89
14_siberia.txt,STATE_UPPER_YENISEYSK,capped_5x+1,capped:building_fishing_wharf,0,16
14_siberia.txt,STATE_OB,capped_5x+1,arable_land,2,60
14_siberia.txt,STATE_OB,capped_5x+1,capped:building_coal_mine,20,40
14_siberia.txt,STATE_OB,capped_5x+1,capped:building_logging_camp,22,73
14_siberia.txt,STATE_OB,capped_5x+1,capped:building_fishing_wharf,0,11
14_siberia.txt,STATE_OB,capped_5x+1,resource:building_oil_rig.undiscovered,,90
14_siberia.txt,STATE_CHUKOTKA,subsistence,arable_land,2,60
14_siberia.txt,STATE_CHUKOTKA,subsistence,subsistence_building,building_subsistence_fishing_village,building_subsistence_pasture
14_siberia.txt,STATE_CHUKOTKA,subsistence,capped:building_logging_camp,13,63
14_siberia.txt,STATE_CHUKOTKA,subsistence,capped:building_fishing_wharf,9,29
14_siberia.txt,STATE_CHUKOTKA,subsistence,resource:building_gold_field.undiscovered,,9
14_siberia.txt,STATE_KAMCHATKA,subsistence|capped_5x+1,arable_land,4,60
14_siberia.txt,STATE_KAMCHATKA,subsistence|capped_5x+1,subsistence_building,building_subsistence_fishing_village,building_subsistence_pasture
14_siberia.txt,STATE_KAMCHATKA,subsistence|capped_5x+1,capped:building_coal_mine,0,36
14_siberia.txt,STATE_KAMCHATKA,subsistence|capped_5x+1,capped:building_logging_camp,13,73
14_siberia.txt,STATE_KAMCHATKA,subsistence|capped_5x+1,capped:building_fishing_wharf,15,29
14_siberia.txt,STATE_KAMCHATKA,subsistence|capped_5x+1,resource:building_gold_field.undiscovered,,3
14_siberia.txt,STATE_OKHOTSK,subsistence,arable_land,2,70
14_siberia.txt,STATE_OKHOTSK,subsistence,subsistence_building,building_subsistence_fishing_village,building_subsistence_pasture
14_siberia.txt,STATE_OKHOTSK,subsistence,capped:building_logging_camp,10,73
14_siberia.txt,STATE_TRANS_BAIKAL,arable_x100,arable_land,36,200
14_siberia.txt,STATE_TRANS_BAIKAL,arable_x100,capped:building_coal_mine,80,180
14_siberia.txt,STATE_TRANS_BAIKAL,arable_x100,capped:building_logging_camp,24,84
14_siberia.txt,STATE_TRANS_BAIKAL,arable_x100,resource:building_oil_rig.undiscovered,,50
14_siberia.txt,STATE_IRKUTSK,arable_x100,arable_land,30,200
14_siberia.txt,STATE_IRKUTSK,arable_x100,capped:building_coal_mine,50,80
14_siberia.txt,STATE_IRKUTSK,arable_x100,capped:building_logging_camp,30,90
14_siberia.txt,STATE_IRKUTSK,arable_x100,resource:building_oil_rig.undiscovered,,50
15_russia.txt,STATE_INGRIA,capped_5x+1,arable_land,50,250
15_russia.txt,STATE_INGRIA,capped_5x+1,capped:building_logging_camp,25,41
15_russia.txt,STATE_INGRIA,capped_5x+1,capped:building_fishing_wharf,10,15
15_russia.txt,STATE_VOLHYNIA,capped_5x+1,arable_land,40,140
15_russia.txt,STATE_VOLHYNIA,capped_5x+1,capped:building_coal_mine,42,68
15_russia.txt,STATE_VOLHYNIA,capped_5x+1,capped:building_logging_camp,18,51
15_russia.txt,STATE_KURSK,capped_5x+1,arable_land,115,260
15_russia.txt,STATE_KURSK,capped_5x+1,capped:building_logging_camp,31,81
15_russia.txt,STATE_AKMOLINSK,capped_5x+1,capped:building_iron_mine,16,21
